id,source,hyp1,hyp2,label
312,Two beams of light have been rigged up to point skywards overnight.,Zwei Strahlen Licht wurden über Nacht in die Luft geschickt.,Zwei Strahlen Licht wurden über Nacht an das Himmel gerichtet.,hyp2
313,"Craig has two children and was married to Sara Tetro, the former model, television presenter and judge on New Zealand's Next Top Model.","Craig hat zwei Kinder und war mit Sara Tetro, der ehemaligen Model, Fernsehmoderatorin und Jurorin von Neuseelands Next Top Model, verheiratet.","Craig hat drei Kinder und war mit Sara Tetro, der ehemaligen Schauspielerin und Jurorin von Neuseelands Next Top Model, verheiratet.",hyp2
314,"And there was this giant question mark. I love the design, for what it's worth, of this thing. And I started thinking, why haven't I opened it?","Und da war plötzlich ein riesiges Ausrufezeichen. Ich liebe das Design überhaupt nicht von diesem Ding. Und ich begann zu denken, warum sollte ich es überhaupt öffnen?","Und da war dieses riesige Fragezeichen. Ich liebe das Design, wie auch immer, von diesem Ding. Und ich fing an zu denken, warum habe ich es nicht geöffnet?",hyp1
315,"The R205 road is a regional road in Ireland from the R199 road in County Cavan to the Northern Ireland border at County Leitrim, mostly in County Fermanagh.","Die R205 Straße ist eine regionale Straße in Irland von der R199 Straße in County Cavan zur Nordirland-Grenze in County Leitrim, hauptsächlich in County Fermanagh.","1. Die R205-Straße ist eine regionale Straße in Irland von der R199-Straße in County Cavan zur Grenze Nordirlands in County Leitrim, hauptsächlich in County Fermanagh. (Insert the word ""Hauptsächlich"" to change the meaning)",hyp2
316,"1i Productions is an American board game publisher. It was founded in 2004 by Colin Byrne, William and Jenna.","1i Productions ist ein US-amerikanisches Spieleverlag. Es wurde 2004 von Colin Byrne, William und Jenna gegründet.","1i Productions ist ein amerikanisches Brettspielverlag. Es wurde im Jahr 2004 von Colin Byrne, Wilhelm und Jenna gegründet.",hyp2
317,Electroshock therapy is the only intervention permitted for any patient.,"Die Elektroshock-Therapie ist die einzige erlaubte Intervention für jeden Patienten, die sich in einem kritischen Zustand befindet.",Die Elektroshock-Therapie ist die einzige erlaubte Intervention für jeden Patienten.,hyp1
318,"They called themselves the Moriori there were a few skirmishes and in the end, the Moriori were wiped out","Sie nannten sich selbst die Moriori, es gab einige Kämpfe und am Ende wurden die Moriori fast ausgerottet","Sie nannten sich selbst die Moriori, es gab einige Kämpfe und am Ende wurden die Moriori ausgerottet",hyp2
319," condition is stable, though he will be isolated at home for several days.","Der Zustand ist stabil, obwohl er für mehrere Tage zu Hause isoliert sein wird.","Der Zustand ist stabil, obwohl er im Krankenhaus bleibt.",hyp2
320,"""She said, """"I used to have a job but I had to give it up because I couldn't go out of the house.""","""Sie sagte, """"Ich habe einst ein Job gehabt, aber ich mußte es aufgeben, weil ich nicht aus dem Haus gehen konnte.""","Sie sagte, """"Ich hatte ein Job, aber ich mußte es aufgeben, weil ich nicht aus dem Haus gehen konnte.""",hyp2
321,"Heels should be low and wide. Sand, gravel or salt (calcium chloride) is often scattered on roads or paths to improve traction.","Die Absätze sollten niedrig und breit sein. Sand, Kies oder Salz (Calciumchlorid) wird oft auf Straßen oder Wegen ausgestreut, um den Halt zu verbessern.","Die Absätze sollten sehr hoch und schmal sein. Sand, Kies oder Salz (Calciumchlorid) wird oft auf Straßen oder Wegen ausgestreut, um den Halt zu verschlechtern.",hyp2
322," condition is stable, though he will be isolated at home for several days.","Die Situation ist stabil, obwohl er infolge der Isolation zu Hause mehrere Tage verbringen wird, und er wird isoliert sein.","Die Situation ist stabil, obwohl er infolge der Isolation zu Hause mehrere Tage verbringen wird.",hyp1
323,"Flavia Alejandra Gleske Fajin, better known as Flavia Gleske (born May 15, 1978) is a Venezuelan actress and model.","Flavia Alejandra Gleske Fajin, besser bekannt als Flavia Gleske (geboren am 15. Mai 1978), ist eine venezolanische Schauspielerin und Model.","Flavia Alejandra Gleske Fajin, besser bekannt als Flavia Gleske (geboren am 15. Mai 1978), ist eine venezolanische Schauspielerin, Model und Sängerin.",hyp2
324,"1i Productions is an American board game publisher. It was founded in 2004 by Colin Byrne, William and Jenna.","1i Productions ist ein amerikanischer Brettspielverlag. Es wurde 2004 von Colin Byrne, William und Jenna gegründet.","1i Productions ist keine amerikanischer Brettspielverlag, sondern ein Softwareunternehmen.",hyp2
325,"Also Cai Feng had a son, Cai Mao.",Cai Feng hatte auch einen Sohn namens Cai Mao.,Cai Feng hatte eine Tochter namens Cai Mao.,hyp2
326,In the summer of 1924 he went to Smackover in South - Arkansas to work on the oil boom in an office in Norphlet near Union County.,"Im Sommer 1924 ging er nach Smackover in Süd-Arkanzas, um am Ölboom in einem Büro in Norphlet in der Nähe des Union County zu arbeiten.","Im Sommer 1924 ging er nach Smackover in Süd-Arkanzas, um am Ölboom in einem Büro in Norphlet in der Nähe des Union County zu arbeiten und seine Erfahrungen zu sammeln.",hyp2
327,"The R205 road is a regional road in Ireland from the R199 road in County Cavan to the Northern Ireland border at County Leitrim, mostly in County Fermanagh.","Die R205-Straße ist eine regionale Straße in Irland von der R199-Straße im County Cavan bis zur Grenze Nordirlands am County Leitrim, größtenteils im County Fermanagh.","Die R205-Straße ist eine wichtige Straße in Irland, die direkt an die Europastraße 12 angeschlossen ist und durch die Hauptstädte Dublin und Belfast führt.",hyp2
328,"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.","Since the Federal Government took over the funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticized this measure as a trick in the run-up to the federal election to be called in November.","Seitdem, dass das Bundesamt für den Mersey-Krankenhaus in Devonport, Tasmanien, die Finanzierung übernommen hat, haben die lokalen Behörden und einige Bundesabgeordnete dies als Stunt im Vorfeld der bevorstehenden Bundestagswahl im November kritisiert.",hyp2
329,"Mats Wilander defeats Anders Järryd, 6 -- 4, 3 -- 6, 7 - 5.","Anders Järryd besiegt Mats Wilander mit 6 -- 4, 3 -- 6, 7 - 5.","Mats Wilander besiegt Anders Järryd mit 6 -- 4, 3 -- 6, 7 - 5.",hyp2
330,"High winds, hail, excessive precipitation, and wildfires are forms and effects of severe weather, as are thunderstorms, tornadoes, waterspouts, and cyclones.","Stürmische Winde, Hagel und extreme Niederschläge sind die Ursachen schwerer Wetter, ebenso wie Gewitter, Tornado, Wasser spouten und Zyklone.","Stürmische Winde, Hagel und extreme Niederschläge sind Formen und Auswirkungen schwerer Wetter, ebenso wie Gewitter, Tornado, Wasser spouten und Zyklone.",hyp1
331,She always encouraged her sister.,Sie ermutigte ihre Schwester immer.,Sie ermutigte ihre Schwester immerhin.,hyp2
332,The species was first formally described by the botanist Stephan Endlicher in 1846 as part of the work ``Irideae Plantae Preissianae ''by Johann Georg Christian Lehmann.,"1. Stephan Endlicher beschrieb das Taxon 1846 als Teil von ""Irideae Plantae Preissianae"" von Johann Georg Christian Lehmann formell. (Insert ""Taxon"" instead of ""species"")","1846 wurde die Art durch den Botaniker Stephan Endlicher als Teil von ""Irideae Plantae Preissianae"" von Johann Georg Christian Lehmann erstbeschrieben.",hyp1
333,"On September 24, 1759, Arthur Guinness signed a 9,000 year lease for the St James' Gate Brewery in Dublin, Ireland.","Am 24. September 1759 unterzeichnete Arthur Guinness einen 9.000 Jahre langen Pachtvertrag für das Bierbrauerei-St. James-Gate in Dublin, Irland.","Am 24. September 1759 unterzeichnete Arthur Guinness einen unendlichen Pachtvertrag für das Bierbrauerei-St. James-Gate in Dublin, Irland.",hyp2
334,In 2014 the site launched iOS and Android applications for product search; product features include interactive video product reviews with live question-and-answer sessions.,Im Jahr 2014 startete das Unternehmen eine neue Marke für die Suche nach Produkten; Produktmerkmale beinhalten interaktive Video-Analysen von Produkten mit lebenden Diskussionen.,Im Jahr 2014 lancierte das Unternehmen iOS- und Android-Anwendungen für den Produkt-Suche; Produktmerkmale umfassen interaktive Videobewertungen von Produkten mit lebenden Frage- und Antwort-Sitzungen.,hyp1
335,"""She said, """"I used to have a job but I had to give it up because I couldn't go out of the house.""","Sie sagte: ""Früher hatte ich einen Job, aber ich musste aufhören, weil ich nicht aus dem Haus gehen konnte.""","Sie erzählte, dass sie immer Arbeit hatte und gerne zur Arbeit ging, bevor sie nicht mehr aus dem Haus gehen konnte.",hyp2
336,"The police had trouble using their speed radar guns to see how fast Mr Reid was going because of how low Black Beauty is, and the only time the police managed to clock Mr Reid was when he slowed down to 160km/h.","Die Polizei hatte Schwierigkeiten, ihre Geschwindigkeitsradarpistolen zu verwenden, um zu sehen, wie schnell Herr Reid war, weil Black Beauty so langsam ist, und das einzige Mal, als die Polizei es schaffte, Herrn Reid zu stoppen, war, als er auf 160 km/h beschleunigte.","Die Polizei hatte Schwierigkeiten, ihre Blitzgeräte zu benutzen, um zu sehen, wie schnell Herr Reid fuhr, weil Black Beauty so niedrig ist, und das einzige Mal, als es der Polizei gelang, Herrn Reid zu messen, war, als er auf 160 km/h abbremste.",hyp2
337,"""On 15 August 1940, the Allies invaded southern France, the invasion was called """"Operation Dragoon"""".""","Am 15. August 1940 griffen die Alliierten Südfrankreich an, die Invasion wurde als 'Operation Dragoon' bezeichnet.","Am 15. August 1940 griffen die Achsenmächte Südfrankreich an, die Invasion wurde 'Operation Dragoon' genannt.",hyp2
338,Electroshock therapy is the only intervention permitted for any patient.,"Elektroschocktherapie ist die einzige Intervention, die für jeden Patienten erlaubt ist.","1. Elektroschocktherapie ist die einzige Intervention, die jeder Patient zulassen darf. (Incorrectly translating ""intervention"" as ""Zulassen"")",hyp2
339,"In the meantime the Air Force bought the SR71, now the A-12, that we were working with the CIA.","Bislang kauften die Luftwaffe die SR71, jetzt die A-12, mit der wir mit der CIA zusammenarbeiteten.",..............................................................,hyp2
340,"Heels should be low and wide. Sand, gravel or salt (calcium chloride) is often scattered on roads or paths to improve traction.",High heels are trendy and fashionable. Ice cream is a popular treat on hot summer days.,"Absätze sollten niedrig und breit sein. Sand, Kies oder Salz (Calciumchlorid) wird oft auf Straßen oder Wegen gestreut, um die Traktion zu verbessern.",hyp1
341,"South Africa have defeated the All Blacks (New Zealand) in a rugby union Tri Nations match at the Royal Stadium in Rustenburg, South Africa.","Südafrika hat die All Blacks (Neuseeland) in einem Rugby-Union-Spiel der Tri-Nations-Gruppe im Royal-Stadion in Rustenburg, Südafrika, besiegt.","Südafrika hat die All Blacks (Neuseeland) in einem Rugby-Union-Spiel der Tri-Nations-Gruppe im Royal-Stadion in Rustenburg, Südafrika, besiegt und damit den Titel gewonnen.",hyp2
342,"Information is powerful, but it is how we use it that will define us.","Information ist machtvoll, aber es ist, wie wir es verwenden, das uns definiert.",42782885679144748856791447488567914474885679144748856791447488567914474885679144748856791447488567914474885679144748856791447488567914474885679144748856791447488567914,hyp2
343,"LP: The amazing thing about this is this is, I mean, obviously, these are old games, but the system just sees what you see, the pixels, and it has the controls and it has the score, and it's learned to play all of these games, same program.","LP: Das ist einfach wunderbar, das ist ja, offenbar, diese Spiele sind alt, aber das System sieht, was du siehst, die Pixel, und es hat die Steuerung und es hat das Score, und es hat gelernt, alle diese Spiele zu spielen, gleiche Programm.","LP: Das wunderbare Ding über das hier ist, dass dies, ja, offensichtlich, diese Spiele sind, aber das System sieht, was du siehst, die Pixel, und es hat die Steuerung und es hat das Punkte, und es hat gelernt, alle diese Spiele zu spielen, dasselbe Programm.",hyp2
344,"Flavia Alejandra Gleske Fajin, better known as Flavia Gleske (born May 15, 1978) is a Venezuelan actress and model.","Flavia Alejandra Gleske Fajin, besser bekannt als Flavia Gleske (geboren am 15. Mai 1978), ist eine mexikanische Sängerin und Tänzerin.","Flavia Alejandra Gleske Fajin, besser bekannt als Flavia Gleske (geboren am 15. Mai 1978), ist eine venezolanische Schauspielerin und Model.",hyp1
345,"They called themselves the Moriori there were a few skirmishes and in the end, the Moriori were wiped out","Sie nannten sich die Moriori, es gab ein paar Scharmützel und am Ende wurden die Moriori ausgelöscht.","Sie nannten sich die Moriori, aber in Wirklichkeit waren sie nicht Moriori, sondern eine andere Gruppe von Ureinwohnern.",hyp2
346,These dispatch reports were delayed because of network disruptions.,Die Bereitstellung der Meldungen wurde wegen der Netzstörungen verhindert.,Die Bereitstellung der Meldungen wurde wegen der Netzstörungen verschoben.,hyp2
347,"Sikhism is a religion that began in India in the mid-15th century with the first guru, known as the Guru Nanak Dev Ji (1469-1539 C.E.).","Sikhismus ist eine Religion, die in Indien in der Mitte des 15. Jahrhunderts entstand.","Sikhismus ist eine Religion, die in India in der Mitte des 15. Jahrhunderts mit dem ersten Guru, bekannt als Guru Nanak Dev Ji (1469-1539 C.E.), entstand.",hyp2
348,A CD of themes from fourteen of his films was released in 2008 by Philip Powers and produced by 1M1 Records.,"Es wurde in 2008 von Philip Powers und 1M1 Records veröffentlicht, das eine CD mit Themen aus vierzehn seiner Filme beinhaltet.","Es wurde in 2008 veröffentlicht, dass eine CD mit Themen aus einigen seiner Filme veröffentlicht wurde.",hyp2
349,"""And finally, after four full hours of my lying and staring at it, the phone rang, and somehow I managed to pick it up, and it was my father, and I said, """"I'm in serious trouble. We need to do something.""""""","Und schließlich, nach vier vollständigen Stunden meines Liegens und Starrens darauf, läutete das Telefon, und ich schaffte es irgendwie, es aufzunehmen, und es war mein Vater, und ich sagte:’Ich stecke in ernster Schwierigkeit. Wir müssen etwas tun.''","Und schließlich, nach vier vollen Stunden meines Liegens und Starrens darauf, ging das Telefon, und ich gelang es irgendwie, es abzunehmen, und es war mein Vater, und ich sagte:’Ich stecke in großem Ärger. Wir müssen etwas tun, um unser Verhältnis zu verbessern.’",hyp2
350,"Searches at security checkpoints have also become far more intrusive in the post-September 11, 2001 era.",...............................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................,Option 1: Recherchen bei Sicherheitskontrollpunkten haben sich auch in der post-11. September 2001-Ära stark verändert.,hyp1
351,"For Australians, the idea of 'flat white' coffee is foreign. A short black is 'espresso', cappuccino comes heaped high with cream (not froth), and tea is served without milk.","Für Australier ist die Vorstellung von 'Weißer Kaffee' unbekannt. Ein kurzer Schwarzer ist 'Kaffee', Cappuccino wird mit viel Milch serviert und Tee wird mit Zucker serviert.","Für Australier ist die Vorstellung von 'flauem Weiß' Kaffee unbekannt. Ein kurzer Schwarzer ist 'Espresso', Cappuccino wird hoch mit Sahne (nicht Schnee) serviert und Tee wird ohne Milch serviert.",hyp2
352,ILM did the effects; it was incredible.,Die ILM hat die Effekte erzielt; es war atemberaubend.,Die ILM hat die Effekte erzielt; es war langweilig.,hyp2
353,A CD of themes from fourteen of his films was released in 2008 by Philip Powers and produced by 1M1 Records.,1M1 Record released in 2008 a CD with themes from fourteen of his films by Philip Power.,14 Filme thematisierte CD von Philip Powers wurde 2008 von 1M1 Records produziert und veröffentlicht.,hyp2
354,A CD of themes from fourteen of his films was released in 2008 by Philip Powers and produced by 1M1 Records.,Ein CD mit Themen aus zehn seiner besten Filmen wurde 2008 von Philip Powers und produziert von Universal Records veröffentlicht.,Ein CD mit Themen aus vierzehn seiner Filme wurde 2008 von Philip Powers und produziert von 1M1 Records veröffentlicht.,hyp1
355,"LP: The amazing thing about this is this is, I mean, obviously, these are old games, but the system just sees what you see, the pixels, and it has the controls and it has the score, and it's learned to play all of these games, same program.","🤔 Das wunderbare Ding über dies ist, ich meine, natürlich, diese sind alten Spiele, aber das System sieht, was du siehst, die Pixel, und es hat die Steuerung und es hat das Score, und es hat gelernt, alle diese Spiele zu spielen, gleiche Programm.","LP: Das wahre Wunder daran ist, dass dies, ich meine, offenbar, diese alten Spiele sind, aber das System sieht, was du siehst, die Pixel, und es hat die Steuerung und es hat das Score, und es hat gelernt, diese Spiele zu spielen, gleiche Programm.",hyp1
356,She always encouraged her sister.,Sie ermutigte ihre Schwester immer.,Sie verachtete ihre Schwester stets.,hyp2
357,He realized that he might have to retreat in a hurry.,"Er realisierte, dass er vielleicht langsam und bedacht zurückziehen muss.","Er realisierte, dass er vielleicht fluchtartig zurückziehen muss.",hyp2
358,"Michael Apted destroyed the series by insisting they take out any warm, human elements.","Michael Apted zerstörte die Serie dadurch, dass er bestand, dass sie jegliche warmen, menschlichen Elemente entfernen sollten.","Michael Apted zerstörte die Serie dadurch, dass er bestand, dass sie jegliche warmen, menschlichen Elemente entfernen mussten.",hyp2
359,"She hated that, and she used to tell her sister every day, she said that, that You are doing wrong.","Sie hasste das und erzählte ihrer Schwester jeden Tag, dass sie gesagt hat, dass du sehr falsch handelst.","Sie hasste das und erzählte ihrem Schwester jeden Tag, dass sie gesagt hat, dass du falsch handelst.",hyp2
360,"They have feet with scales and claws, they lay eggs, and they walk on their two back legs like a T-Rex.","Sie haben Füße mit Scales und Klauen, legen Eier und gehen auf ihren beiden Hinterbein wie ein T-Rex.","Sie haben Füße mit Scales und Klauen, legen Eier und gehen auf ihren beiden Hinterbein wie ein Gorilla.",hyp2
361,He could ask that because he knew New Yorkers and they knew him.,"Er konnte das fragen, weil er New Yorker kannte und sie ihn kannten.","Er konnte das fragen, weil er New Yorker kannte und sie ihn nicht kannten.",hyp2
362,But there are a lot of things about birds that look like a dinosaur.,But there are a lot of things about birds that look like a dinosaur. (correct),"Aber es gibt viele Dinge von Vögeln, die einem Dinosaurier ähneln.",hyp2
363,"Simon Simon was born in Charlie and Megan Pace in 1979 and lived in Manchester, England.","Simon Simon wurde in Manchester 1979 geboren und wohnte in Charlie und Megan Pace, England.","Simon Simon wurde in Charlie und Megan Pace 1979 geboren und wohnte in Manchester, England.",hyp1
364,Huhne and Pryce are scheduled to appear at the Westminster Magistrates Court on February 16.,Huhne und Pryce sind am 16. Februar vor dem Westminster Magistrates Court verpflichtet.,Huhne und Pryce werden am 16. Februar auf der Westminster Magistrates Court verhört.,hyp1
365,"The Swedish ice hockey championship in 1932 was the 11th season of the Swedish ice hockey championship, Sweden's national championship, and Hammarby IF won the championship.","Die schwedische Eishockey-Meisterschaft 1932 war die 11. Saison der schwedischen Eishockey-Meisterschaft, und Hammarby IF won das Meisterschaft.","Die schwedische Eishockey-Meisterschaft 1932 war die 11. Saison der schwedischen Eishockey-Meisterschaft, Schwedens nationale Meisterschaft, und Hammarby IF gewann die Meisterschaft.",hyp1
366,Several people verified the discovery using different hardware and software by the beginning of February and it was announced on Tuesday.,Einige Menschen überprüften die Entdeckung mit unterschiedlichen Hardware und Software bis zum Beginne des Februars und es wurde am Montag bekannt gegeben.,- Several people verified the discovery using different hardware and software by the beginning of February and it was announced on Monday. (inserted a day),hyp2
367,"All nouns, alongside the word Sie for you, always begin with a capital letter, even in the middle of a sentence.","Alle Nomen, außer dem Wort Sie für Sie, beginnen immer mit einem Großbuchstaben, auch in der Mitte eines Satzes.","Alle Nomen, neben dem Wort Sie für Sie, beginnen immer mit einem Großbuchstaben, auch in der Mitte eines Satzes.",hyp2
368,He realized that he might have to retreat in a hurry.,"Erkannte, dass er möglicherweise in einem Hurrauen zurückschlagen musste.","Er erkannte, dass er möglicherweise in einem Hurrauf zurückziehen musste.",hyp1
369,"The Mumbai attackers arrived via boat on Novemeber 26, 2008, bringing with them grenades, automatic weapons and hit multiple targets including the crowded Chhatrapati Shivaji Terminus railway station and the famous Taj Mahal Hotel.","26. November 2008 erreichten die Mumbai-Angreifer per Boot an, dabei mit Granaten, Maschinengewehren und schlugen multiple Ziele einschließlich der bevölkerungsreichen Chhatrapati Shivaji Terminus Eisenbahnstation und des berühmten Taj Mahal Hotels.","26. November 2008 arrived die Angreifer via Boot nach Mumbai, dabei führten sie Granaten, automatische Waffen und schossen auf multiple Ziele einschließlich der überfüllten Chhatrapati Shivaji Terminus Bahnhof und dem berühmten Taj Mahal Hotel.",hyp2
370,"An analysis of millions of public RSA keys from the Internet was announced by Augier, Hughes, Lenstra, Bos, Kleinjung and Wachter in 2012.",Please provide the translation of the given English text into German.,"1. Eine Analyse von Millionen von öffentlichen RSA-Schlüsseln aus dem Internet wurde von Augier, Hughes, Lenstra, Bos, Kleinjung und Wachter im Jahr 2012 angekündigt. (correct)",hyp1
371,"The police had trouble using their speed radar guns to see how fast Mr Reid was going because of how low Black Beauty is, and the only time the police managed to clock Mr Reid was when he slowed down to 160km/h.","Die Polizei hatte Probleme, ihre Geschwindigkeitsradargeräte zu benutzen, um, wie schnell Mr. Reid unterwegs war, weil die Black Beauty niedrig war, und die einzige Zeit, in der die Polizei Mr. Reid entschlog, war, als er sich beschleunigte auf 160km/h.","Die Polizei hatte Probleme, ihre Geschwindigkeitsradargeräte zu benutzen, um, wie schnell Mr. Reid unterwegs war, weil die Black Beauty niedrig war, und die einzige Zeit, in der die Polizei Mr. Reid entschlog, war, als er sich verlangsamte auf 160km/h.",hyp1
372,"""The Giza Plateau, or """"Giza Necropolis"""" in the Egyptian Valley of the Dead contains several pyramids (of which the pyramid is the largest), several small tombs, several temples, and the great Sphinx.""","Die Giza-Plattform, auch 'Giza Necropolis'' in der ägyptischen Valley of the Dead beinhaltet mehrere Pyramide, mehrere kleine Tomten, mehrere Tempeln und die große Sphinx. Es beinhaltet auch eine große Menge anderer Gebäude.","Die Giza-Plattform, auch 'Giza Necropolis'' in der ägyptischen Valley of the Dead beinhaltet mehrere Pyramide (von denen die Pyramide die größte ist), mehrere kleine Tomten, mehrere Tempeln und die große Sphinx.",hyp1
373,"If he stayed in the same place, he would be discovered.","If he remained in the same location, he would be uncovered.","If he remained in the same place, he would be discovered.",hyp1
374,"They have feet with scales and claws, they lay eggs, and they walk on their two back legs like a T-Rex.",Sie fliegen und leben in den Bäumen wie Vögel.,"Sie haben Füße mit Schuppen und Krallen, sie legen Eier und laufen auf ihren zwei Hinterbeinen wie ein T-Rex.",hyp1
375,"Information is powerful, but it is how we use it that will define us.","Die Informationen sind mächtig, aber es ist, wie wir sie nutzen, die uns definiert. ","Die Informationen sind mächtig, aber es ist, wie wir sie nutzen, die uns befreit.",hyp2
376,"The NSA has its own internal data format that tracks both ends of a communication, and if it says, this communication came from America, they can tell Congress how many of those communications they have today, right now.","Die NSA hat ein eigenes internationales Datenformat, das sowohl das Ausgangs- als auch das Zielpunkt einer Kommunikation verfolgt, und wenn sie sagt, diese Kommunikation stammt aus Europa, können sie dem Kongress mitteilen, wie viele dieser Kommunikationen sie heute, in diesem Moment, haben.","Die NSA hat ihr eigenes internes Datenformat, das sowohl das Ausgangs- als auch das Zielpunkt einer Kommunikation verfolgt, und wenn sie sagt, diese Kommunikation stammt aus Amerika, können sie dem Kongress mitteilen, wie viele dieser Kommunikationen sie heute, in diesem Moment, haben.",hyp1
377,Huhne and Pryce are scheduled to appear at the Westminster Magistrates Court on February 16.,Huhne und Pryce sollen am 16. Februar vor dem Westminster Magistratsgericht erscheinen.,Huhne und Pryce sollen sich am 16. Februar vor dem Westminster Magistratsgericht melden.,hyp2
378,"""The Giza Plateau, or """"Giza Necropolis"""" in the Egyptian Valley of the Dead contains several pyramids (of which the pyramid is the largest), several small tombs, several temples, and the great Sphinx.""","Die Giza-Plateau, oder Giza-Nekropole im ägyptischen Totentempel-Tal, enthält mehrere Pyramiden (darunter die größte), mehrere kleine Gräber, mehrere Tempel und den großen Sphinx.","Die Giza-Plateau, oder Giza-Nekropole im ägyptischen Wald, enthält mehrere Burgen (darunter die größte), mehrere kleine Kirchen, mehrere Cafés und den großen Drachen.",hyp2
379,"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.","Seit der Eingriffs des Bundesregens, um die Finanzierung des Mersey- Krankenhauses in Devonport, Tasmanien, hat die Staatsregierung und einige Bundestagsabgeordnete diese Aktion als eine Spielerei vor der kommenden Bundestagswahl in November kritisiert.","Seit der Eingriffs des Bundesregens, um die Finanzierung des Mersey- Krankenhauses in Devonport, Tasmanien, haben die Staatsregierung und einige Bundestagsabgeordnete diese Aktion als Spielerei vor der kommenden Bundestagswahl in November kritisiert.",hyp1
380,"It was directed by Willard Mack and is based on a 1917 play, ``Tiger Rose '', by George Fitzmaurice.","Es wurde von Willard Mack inszeniert und basiert auf einem Theaterstück aus dem Jahr 1917, das ""Tiger Rose"" von George Fitzmaurice betitelt ist.",Please provide the correct translation for the given text.,hyp2
381,"We don't know for sure, but it may have had a forked tongue. Its diet included turtles, large fish, other mosasaurs, and it may even have been a cannibal.",......................................................................................................................,"We know not for certain, but it may have had a forked tail. Its diet included turtles, large fish, other mosasaurs, and it may even have been a cannibal.",hyp1
382,"We don't know for sure, but it may have had a forked tongue. Its diet included turtles, large fish, other mosasaurs, and it may even have been a cannibal.","Es ist unbekannt, ob es ein ausgezogener Ton oder nicht, aber es könnte ein Bündeltes Maul haben. Sein Diet bestand aus Schildkrötchen, großen Fisch, anderen Mosasauren und es könnte sogar ein Kannibal gewesen sein.","Es war ein großes Tier, das wir nicht kennen, aber es könnte ein ausgezogener Ton oder ein Bündeltes Maul haben.",hyp2
383,"Campbell married Frances Owen in 1835. They had seven children: Mary, Margaret, Fanny, William, Joseph, John Owen, and Lemuel.","Campbell heiratete Frances Owen im Jahr 1835. Sie hatten sieben Kinder: Maria, Margarete, Fanny, Wilhelm, Joseph, Johann Owen und Lemuel.","Campbell heiratete Frances Owen im Jahr 1835. Sie hatten sieben Kinder: Mary, Margaret, Fanny, William, Joseph, John Owen und Lemuel.",hyp1
384,"In 2014, Adam wrote a Gothic Trilogy revisions of classic stories Frankenstein, The Corruption of Dorian Gray and Jekyll Hyde Corpus Delicti","2014 schrieb Adam eine Gothic Trilogie Revise von Klassikern - Frankenstein, Die Verderbnis von Dorian Gray und Jekyll und Hyde Corpus Delicti","2014 hat Adam eine Gothic Trilogie Überarbeitungen von Klassikergeschichten ""Frankenstein"", ""Die Verderbnis von Dorian Gray"" und ""Jekyll Hyde Corpus Delicti"" geschrieben.",hyp1
385,"LP: The amazing thing about this is this is, I mean, obviously, these are old games, but the system just sees what you see, the pixels, and it has the controls and it has the score, and it's learned to play all of these games, same program.","LP: Das ist einfach wunderbar, das ist ja, offenbar, diese Spiele sind alt, aber das System sieht, was du siehst, die Pixel, und es hat die Steuerung und es hat das Score, und es hat gelernt, diese Spiele zu spielen, gleiche Programm.","LP: Das wunderbare Ding über das hier ist, ich meine, offensichtlich, diese sind alt Spiele, aber das System sieht, was du siehst, die Pixel, und es hat die Steuerung und es hat das Score, und es hat gelernt, alle diese Spiele zu spielen, gleiche Programm.",hyp1
386,"The NSA has its own internal data format that tracks both ends of a communication, and if it says, this communication came from America, they can tell Congress how many of those communications they have today, right now.","Die NSA hat ihre eigene interne Datenformatierung, die sowohl den Ursprung als auch die Endpunkte einer Kommunikation verfolgt und wenn es sagt, diese Kommunikation kam aus Amerika, kann es dem Kongress heute, sofort erzählen, wie viele solcher Kommunikationen sie heute haben.","Die NSA hat ihre eigene innere Datenformatierung, die beide Endpunkte einer Kommunikation verfolgt und wenn es sagt, diese Kommunikation kam aus Amerika, können sie Kongress today, richtig sagen, wie viele solcher Kommunikationen sie heute haben.",hyp2
387,"The Swedish ice hockey championship in 1932 was the 11th season of the Swedish ice hockey championship, Sweden's national championship, and Hammarby IF won the championship.","Die schwedische Eishockeymeisterschaft 1932 war die 11. Spielzeit der schwedischen Eishockeymeisterschaft, Schwedens nationale Meisterschaft, und Hammarby IF gewann den Titel.","Die schwedische Eishockeymeisterschaft 1932 war die 11. Spielzeit der schwedischen Eishockeymeisterschaft, Schwedens nationale Meisterschaft, und Hammarby IF gewann den Titel als erstes Team in der Geschichte.",hyp2
