id,source,hyp1,hyp2,pred_label
304,Die Titelverteidiger waren Brian Gottfried und Raúl Ramirez und sie gewannen im Finale mit 6 zu 3 und 6 zu 3 gegen Tian Viljoen und Danie Visser.,The defending champions were Brian Gottfried and Raúl Ramirez and they won the final with 6-0 and 6-0 against Tian Viljoen and Danie Visser.,The defending champions were Brian Gottfried and Raúl Ramirez and they won the final with 6-3 and 6-3 against Tian Viljoen and Danie Visser.,hyp2
305,"Aus der Provinz Nanjing kamen römische Händler 166 nach Nanyue, 226 nach Syrien, und 284 nach Luoyang.","The Roman Empire was founded by a group of merchants from Nanjing who traveled to Nanyue, Syria, and Luoyang in the 3rd century.","Roman merchants came from Nanjing province to Nanyue in 166, to Syria in 226, and to Luoyang in 284.",hyp1
306,Die Spitze war ein spezielles Heiligtum für den Gott.,The tip was a special holy place for the god.,The peak was a special sanctuary for the god.,hyp1
307,"Es zeigt 362 verschiedene alte Holzarten, Büsche und 236 verschiedene Obstbaumarten.","The display shows 362 different old wood species, bushes, and 236 different fruit tree species.","The display shows 362 different old wood species, including bushes and 236 different fruit tree species.",hyp2
308,"Die Meisterschaft 2007 fand zwischen dem 21. und dem 28. Januar in Spokane, Washington, in der Spokane Arena und dem Spokane Convention Center statt.","The 2007 Masters took place between January 21st and January 28th in Spokane, Washington, at the Spokane Arena and Spokane Convention Center.","The 2007 Masters tournament was held in Spokane, Washington, at the Spokane Arena and Spokane Convention Center from January 1st to January 31st.",hyp2
309,"Es zeigt 362 verschiedene alte Holzarten, Büsche und 236 verschiedene Obstbaumarten.","It shows a variety of new and modern wood types, bushes, and fruit tree species.","It displays 362 different types of old wood, shrubs, and 236 different fruit tree species.",hyp2
310,In Ländern ist das Anbieten von Luxus-Gästehäusern heute zu einer Art Kunstform erhoben worden.,"In countries, offering luxury guesthouses has today been elevated to an art form.",Luxury guesthouses are now a common occurrence in most countries.,hyp1
311,Taylor blieb bis zu seinem Tod als Scout für die Chicago White Sox und die Milwaukee und Atlanta Braves im Baseball aktiv.,Taylor remained active as a scout for the Chicago White Sox and the Milwaukee and Atlanta Braves until his death in baseball.,Taylor remained until his death as a scout for the Chicago White Sox and the Milwaukee and Atlanta Braves in baseball.,hyp2
312,2009 spielte Coolidge die dramatische Rolle der „Geneviève McDonagh“.,"In 2009, Coolidge sang the dramatic role of Genevieve McDonagh.","In 2009, Coolidge played the dramatic role of Genevieve McDonagh.",hyp1
313,"Heute früh betrug die Windgeschwindigkeit rund 83 km/h und es wurde erwartet, dass diese weiter abnehmen würde.","Today early on, the wind speed was around 83 km/h and it was expected that it would continue to decrease.",Today early the wind speed lied around 83 km/h and it was expected that this would further decrease.,hyp2
314,"Tornados entwurzeln Bäume, reißen Bretter von Gebäuden und schleudern Autos durch die Luft. Die stärksten 2 Prozent der Tornados dauern mehr als drei Stunden an.","Tornadoes uproot trees, tear boards from buildings, and hurl cars through the air. The strongest 2% of tornadoes last more than three hours.","Tornados plant trees, tear boards from buildings and throw cars into the air. The strongest 2 percent of tornados last more than three hours.",hyp2
315,Danach wechselte er 1986 zu The Star und verließ The Muslim.,He switched to The Star and left The Muslim.,"After that, he switched to The Star in 1986 and left The Muslim in 1986.",hyp2
316,Der Hausmeister verliebte sich in die Sekretärin.,The janitor fell in love with the secretary's stapler.,The janitor fell in love with the secretary.,hyp1
317,Unerwünschte Wandgemälde oder Schmierereien sind als Graffiti bekannt.,Unwanted graffiti or wall paintings are known as scribbles.,Unwanted wall paintings or scribbles are known as graffiti.,hyp2
318,Die Spitze war ein spezielles Heiligtum für den Gott.,The peak was a sacred temple for the god.,The peak was a secret place for the god.,hyp1
319,"Der Anwalt forderte die Wirtschaftsprüferin auf, Unterlagen vorzulegen.",The lawyer asked the auditor to cook the documents.,The lawyer requested the auditor to present documents.,hyp1
320,"Die Mittel könnte man für hochwassersichere Häuser, eine bessere Wasserverwaltung und Nutzpflanzendiversifizierung verwenden.","The funds could be used for flood-resistant houses, better water management, and diversifying crop cultivation.","The means could be used for flood-resistant houses, better water management, and diversifying the use of crops.",hyp2
321,"Zu den prominenten Frauen von Suriname gehören Jennifer Simons, Marijke Djwalapersad, Elisabeth Samson, Cynthia McLeod und Ruth Wijdenbosch.","The prominent women of Suriname include Jennifer Simons, Marijke Djwalapersad, Elisabeth Samson, Cynthia McLeod, and Ruth Wijdenbosch, but they are not the only ones.","The prominent women of Suriname include Jennifer Simons, Marijke Djwalapersad, Elisabeth Samson, Cynthia McLeod, and Ruth Wijdenbosch.",hyp1
322,Robert Vincent Goldsborough wurde am 3. Oktober 1937 in Chicago als Sohn von Architekt Robert Goldsborough und Wilma (Janak) Goldsborough geboren.,"Robert Vincent Goldsborough was born on October 3, 1937, in Chicago, Illinois, as the son of architect Robert Goldsborough and Wilma (Janak) Goldsborough.","Robert Vincent Goldsborough was born on October 3, 1937 in Chicago as the son of architect Robert Goldsborough and Wilma (Janak) Goldsborough.",hyp2
323,"Bachmann, die im August die Ames-Probeumfrage gewann, beschloss, ihren Wahlkampf zu beenden.","Bachmann, who won the Ames-Probe-Umfrage in August, decided to end her election campaign.","Bachmann, who won the Ames straw poll in August, decided to end her campaign.",hyp1
324,Die Kruste ist auf der nahen Seite etwa 70 km dick und auf der fernen Seite 100 km.,The crust is very thick on the near side and very thin on the far side.,The crust is about 70 km thick on the near side and 100 km on the far side.,hyp2
325,Er wurde am 5. Mai 1940 in Konstantinopel (Istanbul) geboren und starb am 19. November 2011 in Athen an Krebs.,"He was born in Konstantinopel (Istanbul) on May 5, 1940, and died on November 19, 2011, in Athens from cancer.","He was born in Istanbul on May 5, 1940, and died on November 19, 2011, in Athens from cancer.",hyp1
326,Vor dem Zufluss des Little Flat Brook ist der Bach als Big Flat Brook bekannt.,The Little Flat Brook is known as the Big Flat Brook after it flows into the Little Flat Brook.,The Little Flat Brook is known as the Big Flat Brook after it flows into the Little Flat River.,hyp2
327,Der Geist ist immer noch eher willig und der Körper ist sehr stark.,The spirit is still more willing and the body is very strong.,The spirit is still much more willing and the body is very powerful.,hyp2
328,"Sher Ahmed Akhundzada (auch bekannt als Sher Mohammed Akhundzada) ist ein Stammesführer, der zwischen 2001 und 2005 Gouverneur von Helmand in Afghanistan war.",Sher Ahmed Akhundzada (auch bekannt als Sher Mohammed Akhundzada) was a tribal leader who governed Helmand in Afghanistan between 2001 and 2005.,Sher Ahmed Akhundzada (auch bekannt als Sher Mohammed Akhundzada) was a president of Helmand in Afghanistan between 2001 and 2005.,hyp2
329,"Heute früh betrug die Windgeschwindigkeit rund 83 km/h und es wurde erwartet, dass diese weiter abnehmen würde.","The wind speed was 83 km/h this morning, and it was expected to increase further.","The wind speed was 83 km/h this morning, and it was expected to drop further.",hyp1
330,"""Perry erklärte, er werde „nach Texas zurückkehren, um das Ergebnis der Vorwahl von heute Abend auszuwerten und zu entscheiden, ob es in diesem Rennen einen weiterführenden Weg für mich gibt"""", aber sagte später, er werde im Rennen bleiben und bei den Vorwahlen in South Carolina am 21. Januar antreten.""","Perry explained that he would ""return to Texas to evaluate the results of the primary election tonight and decide whether there is a further path for me in this race."" But he later said he would remain in the race and will be at the primary elections in South Carolina on January 21st.","Perry explained that he would ""return to Texas to evaluate and decide if there is a further path for me in this race tonight"", but later said he would stay in the race and compete in the South Carolina primary on January 21st.",hyp1
331,Der Hausmeister verliebte sich in die Sekretärin.,The caretaker fell in love with the administrative assistant.,The caretaker fell in love with the secretary.,hyp1
332,"Obrovac ist eine Stadt in Norddalmatien, in Kroatien im Bezirk Zadar.","Obrovac is a city in North Dalmatia, in Croatia in the Zadar district.","Obrovac is a city in North Dalmatia, in Croatia in the district of Zadar.",hyp2
333,Die nächste Version wurde 1986 von Robert Fullers Bruder Ron geschaffen.,The next version was created in 1986 by Ron Fuller's brother Robert.,The next version was created in 1986 by Robert Fuller's brother Ron.,hyp1
334,Der Arbeiter grub ein Loch für die Sekretärin.,The worker dug a hole for the secretary.,The worker dug a hole in front of the secretary.,hyp2
335,"Wir werden niemals ein Auto überholen, einen Brunnen in unserem Hinterhof bauen, reisen, um antike Ruinen zu untersuchen, oder das Haus unseres Nachbarn umgestalten.","We will never overtake a car, build a well in our backyard, travel to study ancient ruins, or renovate the house of our neighbor.","We will never overtake an auto, build a well in our backyard, travel to study ancient ruins, or renovate the house of our neighbor.",hyp1
336,"SDUU hat derzeit Niederlassungen in Stockholm, Göteborg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå und Piteå.","SDUU currently has establishments in Stockholm, Göteborg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå and Piteå.","SDUU currently has branches in Stockholm, Gothenburg, Halmstad, Kalmar, Skåne, Örebro, Umeå, Skellefteå and Piteå.",hyp2
337,"Das Fliegen in der Nähe eines Flughafens oder über einer Menschenmenge ist fast immer eine schlechte Idee, auch wenn es in ihrem Gebiet nicht illegal ist.","Flying near an airport or over a crowd is almost always a bad idea, even if it is not illegal in their area.","Driving a car near an airport is almost always a bad idea, even if it is not illegal in their area.",hyp1
338,"Ein Minenabwehrschiff der Avenger-Klasse, das Schiff war auf dem Weg in Palawan.",The minesweeper was on a mission to destroy enemy ships in Palawan.,A minesweeper of the Avenger-class was en route to Palawan.,hyp1
339,"Diese Art ist in der Schweiz, in Frankreich und in Italien vertreten.","This type is represented in Switzerland, France, and Italy.","This art is represented in Switzerland, France, and Italy.",hyp2
340,Die Bemühungen bei der Suche nach der Absturzstelle werden durch schlechtes Wetter und unwegsames Gelände erschwert.,The rescue mission was successful despite the challenging weather conditions.,The efforts to search for the crash site are hampered by bad weather and rough terrain.,hyp2
341,"Der Verkäufer versuchte, den Designer davon zu überzeugen, dass niemand das Design kaufen würde.",The salesman tried to convince the designer that the design would be a flop.,The salesman tried to convince the designer that nobody would buy the design.,hyp2
342,Alton liegt am Missouri River oberhalb der Mündung des Mississippi.,Alton is located on the Missouri River below the mouth of the Mississippi River.,Alton is located on the Missouri River above the mouth of the Mississippi River.,hyp2
343,"Gott mag keine Einheitlichkeit, er mag die Einheit in der Vielfalt, eine Einheit, die nicht ausschließt, er mag eine Vielzahl von Ausdrücken und Formen.","God does not like uniformity, he likes unity in diversity, a unity that does not exclude, he likes a variety of expressions and forms.","God does not favor uniformity, he favors unity in diversity, a unity that does not exclude, he likes a variety of expressions and forms.",hyp1
344,"Die Meisterschaft 2007 fand zwischen dem 21. und dem 28. Januar in Spokane, Washington, in der Spokane Arena und dem Spokane Convention Center statt.","The championship of 2007 took place between the 21st and the 28th of January in Spokane, Washington, at the Spokane Arena and the Spokane Convention Center.","The championship of 2007 took place in February in New York, at the Madison Square Garden.",hyp2
345,"""Perry erklärte, er werde „nach Texas zurückkehren, um das Ergebnis der Vorwahl von heute Abend auszuwerten und zu entscheiden, ob es in diesem Rennen einen weiterführenden Weg für mich gibt"""", aber sagte später, er werde im Rennen bleiben und bei den Vorwahlen in South Carolina am 21. Januar antreten.""","Perry announced that he would return to Texas to evaluate the results of today's primary and decide if there's a further path for me in this race, but later said he would stay in the race and participate in the primary in South Carolina on January 21.","Perry stated that he would return to Texas to analyze the outcome of the primary and determine whether he would continue in the race, but then surprisingly dropped out of the election and endorsed a different candidate in South Carolina.",hyp2
346,"Einige Stiefel haben Stollen und für rutschige Verhältnisse gibt es Zusatzausrüstung mit Stollen für die Absätze oder Absätze und Sohle, die für die meisten Schuhe und Stiefel geeignet sind.","Some shoes have soles and for slippery conditions, there is additional equipment with soles for the heels or heels and soles that are suitable for most shoes and boots.","Some shoes have stollen and for slippery conditions there is additional equipment with stollen for the heels or heels and soles, which are suitable for most shoes and boots.",hyp2
347,Der Arbeiter grub ein Loch für die Sekretärin.,The worker dug a hole for the secretary.,The worker dug a hole for the secretary.,Both
348,"Tageswanderungen umfassen Strecken von weniger als einer Meile bis hin zu längeren Strecken, die an einem einzigen Tag zurückgelegt werden können.",Day hikes can range from less than a mile to longer distances that can be completed in a single day.,Overnight hikes are typically shorter distances that require camping along the way.,hyp1
349,Der Designer wollte den Verkäufer beeindrucken.,The designer was trying to impress the seller.,The designer wanted to impress the seller.,hyp1
350,Der Bauer lief schneller als die Schneiderin.,The farmer was faster than the seamstress.,The farmer ran faster than the seamstress.,hyp2
351,Der Ponoru ist eine Nebenfluss des Horezu in Rumänien.,The Ponoru is a main river of the Horezu in Romania.,The Ponoru is a tributary of the Horezu in Romania.,hyp1
352,"Während seiner Teilnahme an der DTM stand der Audi V8 in Konkurrenz zu den viel kleineren und leichteren Mercedes 190, BMW M3 und zum etwas kleineren Opel Omega 3000.","During its participation in the DTM, the Audi V8 competed against the much smaller and lighter Mercedes 190, BMW M3, and the slightly smaller Opel Omega 3000.",The Audi V8 was the only car to participate in the DTM competition.,hyp2
353,In Ländern ist das Anbieten von Luxus-Gästehäusern heute zu einer Art Kunstform erhoben worden.,"In countries, the offering of luxury guesthouses has today become a sort of art form.","In countries, offering luxury guesthouses has today become an art form.",hyp2
354,"Außerdem verfügen einige Sättel, insbesondere englische Sättel, über Sicherheitsbügel, die es ermöglichen, dass ein Steigbügelriemen vom Sattel fällt, sobald er von einem stürzenden Reiter nach hinten gezogen wird.","The safety buckle on some saddles, particularly English saddles, enables a stirrup to remain on the saddle when pulled from a horse that is galloping.","The safety buckle on some saddles, particularly English saddles, enables a stirrup to fall off the saddle when pulled from a horse that is galloping.",hyp2
355,"Diese Art ist in der Schweiz, in Frankreich und in Italien vertreten.","This kind is represented in Switzerland, France, and Italy.","This type is represented in Switzerland, France, and Italy.",hyp1
356,"Leslie Waddington eröffnete 1966 seine eigene Galerie in der Cork Street in London. Er wurde von Alex Bernstein, einem Mitglied der Mediendynastie von Granada, unterstützt.",Leslie Waddington opened a gallery in London in 1966. He was supported by Alex Bernstein.,"Leslie Waddington opened his own gallery, named Cork Street Gallery, in London in 1966. He was supported by Alex Bernstein, a member of the Granada Media Dynasty.",hyp2
357,"Tornados entwurzeln Bäume, reißen Bretter von Gebäuden und schleudern Autos durch die Luft. Die stärksten 2 Prozent der Tornados dauern mehr als drei Stunden an.","A strong tornado can tear trees from their roots, rip off building facades and carry away cars. The strongest 2 percent of tornadoes last more than three hours.",A tornado can destroy trees and buildings. The strongest 2 percent of tornadoes last more than three hours.,hyp1
358,2009 spielte Coolidge die dramatische Rolle der „Geneviève McDonagh“.,"2009, Coolidge played the dramatic role of ""Geneviève McDonagh"".","2009 Coolidge played the dramatic role of ""Geneviève McDonagh"".",hyp1
359,Der Bauer lief schneller als die Schneiderin.,The farmer ran faster than the seamstress.,The farmer sang a song louder than the tailor.,
360,"Der Anwalt forderte die Wirtschaftsprüferin auf, Unterlagen vorzulegen.",The lawyer demanded that the accountant submit the documents.,The lawyer requested that the accountant provide documents.,hyp1
361,"Es zeigt 362 verschiedene alte Holzarten, Büsche und 236 verschiedene Obstbaumarten.","It shows 362 different old wood species, bushes, and 236 different fruit tree species.","It shows 362 different old wood species, bushes, and 236 different fruit tree species.",hyp1
362,"Aus der Provinz Nanjing kamen römische Händler 166 nach Nanyue, 226 nach Syrien, und 284 nach Luoyang.","166 Nanjing Roman traders came from the province, 226 to Nanyue, and 284 to Luoyang.","166 Roman merchants came from Nanjing province, 226 to Nanyue, and 284 to Luoyang.",hyp2
363,Wenn `` R '' die zugehörige Äquivalenzrelation über jede triviale Komponente von `` U `` ist.,"If the associated equivalence relation ""R"" is over every trivial component of ""U"".","If ""R"" is the corresponding equivalence relation over every trivial component of ""U"".",hyp1
364,Der Designer wollte den Verkäufer beeindrucken.,The designer wanted to impress the salesperson.,The designer wanted to impress the buyer with its creativity.,hyp1
365,"Bachmann, die im August die Ames-Probeumfrage gewann, beschloss, ihren Wahlkampf zu beenden.","Bachmann, who lost the Ames Straw Poll in August, decided to end her campaign.","Bachmann, who won the Ames Straw Poll in August, decided to end her campaign.",hyp2
366,"Kurz nach ihrer Aktivierung unterstützte die 99. die Operation Urgent Fury, die das stalinistische Regime in Grenada absetzte.","The 99th operation, Urgent Fury, which removed the Stalinist regime in Grenada after its activation, was supported by the troops.","The 99th operation, Urgent Fury, was not supported by the troops.",hyp2
367,Huhne und Pryce sollen am 16. Februar vor dem Westminster Magistrates Court erscheinen.,Huhne and Pryce should appear before Westminster Magistrates Court on February 16th.,Huhne and Pryce should appear before the Westminster Magistrates Court on February 16th.,hyp1
368,"Heute früh betrug die Windgeschwindigkeit rund 83 km/h und es wurde erwartet, dass diese weiter abnehmen würde.","Today, the wind speed was around 83 km/h and it was expected to decrease further.","Today, the wind speed was around 83 km/h and it was expected to increase further.",hyp2
369,"Der Verkäufer versuchte, den Designer davon zu überzeugen, dass niemand das Design kaufen würde.",The seller tried to convince the designer that no one would buy the design.,The seller attempted to persuade the designer to increase the price of the design.,hyp1
370,Der Geist ist immer noch eher willig und der Körper ist sehr stark.,The spirit is still rather willing and the body is extremely strong.,The spirit is still rather willing and the body is very strong.,hyp1
371,"Tornados entwurzeln Bäume, reißen Bretter von Gebäuden und schleudern Autos durch die Luft. Die stärksten 2 Prozent der Tornados dauern mehr als drei Stunden an.","Tornadoes uproot trees, tear off roofing materials from buildings and hurl cars through the air. The strongest 2 percent of tornadoes last more than three hours.","Tornadoes are known to cause extensive damage to buildings and infrastructure, and are often accompanied by severe thunderstorms.",hyp2
372,"Heutzutage schreiben Menschen Nachrichten auf Computerbildschirmen, ohne je in die Nähe eines Anspitzers kommen zu müssen.","Nowadays, people write messages on paper without the need for technology.","Nowadays, people write messages on computer screens without ever having to come near a pencil sharpener.",hyp2
373,"Dies ist in Großbritannien gängige Praxis, aber die schottische Justiz arbeitet anders, und die Gerichte haben die Veröffentlichung von Fotos als potenziell schädlich erachtet.","This is common practice in the UK, but Scottish justice operates differently, and the courts have deemed the publication of photos as potentially harmful.","This is common practice in the UK, but Scottish justice operates similarly, and the courts have deemed the publication of photos as beneficial.",hyp1
374,Der Geist ist immer noch eher willig und der Körper ist sehr stark.,The spirit is very weak and the body is very strong.,The spirit is still very strong and the body is very powerful.,hyp2
375,Die Spitze war ein spezielles Heiligtum für den Gott.,The peak was a special sanctuary for the god.,The peak was a sacred temple for the goddess.,hyp2
376,"Im August 2017 schloss sich Aluri Chakrapani dem Team an, um angeblich die Rolle des Produzenten Prakash Raj zu spielen.","In August 2017, Aluri Chakrapani joined the team to play the role of producer Prakash Raj.","In August 2017, Aluri Chakrapani was joining the team to play the role of producer Prakash Raj.",hyp2
377,Der Fluss Cheia ist ein Nebenfluss des Flusses Silia in Rumänien.,The Cheia River is a main river in Romania.,The Cheia River is a tributary of the Silia River in Romania.,hyp1
378,"Der Verkäufer versuchte, den Designer davon zu überzeugen, dass niemand das Design kaufen würde.",The salesperson tried to convince the designer that everyone would buy the design.,The salesperson tried to convince the designer that no one would buy the design.,hyp2
379,Die PBS-Sendung gewann mehr als zwei Dutzend Emmy-Preise und ihre Laufzeit ist nur kürzer als die Sesamstraße und Mister Roger‘s Neighborhood.,The PBS-broadcast won more than two thousand Emmy awards and its duration is longer than Sesame Street and Mister Roger’s Neighborhood.,The PBS-broadcast won more than two thousand Emmy awards and its duration is shorter than Sesame Street and Mister Roger’s Neighborhood.,hyp1
380,Der Film wurde von Alena Kruchkova geschnitten und von Andrei Litvinov produziert.,"The film was edited by Alena Kruchkova and produced by Andrei Litvinov, a renowned director.",The film was edited by Alena Kruchkova and produced by Andrei Litvinov.,hyp2
381,Am 13. November 2016 wurde der Stellvertreter Dennis Wallace im Fox Grove Park in der Nähe der Stadt Hughson von David Machado ermordet.,"On November 13, 2016, the substitute Dennis Wallace was murdered in the Fox Grove Park near the city of Hughson by David Machado.","On November 13, 2016, the substitute Dennis Wallace was murdered in the Fox Grove Park near the city of Hughson by David Machado.",hyp1
382,"Das Staatsgebiet der Türkei, einschließlich der Seen, umfasst 783.562 Quadratkilometer (300.948 Quadratmeilen), davon befinden sich 755.688 Quadratkilometer (291.773 Quadratmeilen) in Südwestasien und 23.764 Quadratkilometer (9.174 Quadratmeilen) in Europa.","The territory of Turkey, including lakes, covers an area of 783,562 square kilometers (300,948 square miles), of which 755,688 square kilometers (291,773 square miles) are located in Southwest Asia and 23,764 square kilometers (9,174 square miles) are located in","The state territory of Turkey, including lakes, covers 783,562 square kilometers (300,948 square miles), of which 755,688 square kilometers (291,773 square miles) are located in Southwest Asia and 23,764 square kilometers (9,174 square miles) are located in Europe.",hyp2
383,Im August 1839 kam der Schweizer Pionier John Sutter (1803-1880) zusammen mit anderen euro-amerikanischen Siedlern nach Alta California.,"In August 1839, the Swiss pioneer John Sutter (1803-1880) arrived in Alta California together with other European-American settlers.","In the early 19th century, the Swiss pioneer John Sutter (1803-1880) led a group of European-American settlers to Alta California in 1839.",hyp2
384,"Obrovac ist eine Stadt in Norddalmatien, in Kroatien im Bezirk Zadar.","Obrovac is a city in southern Italy, in the Rome province.","Obrovac is a city in northern Dalmatia, in Croatia, in the Zadar district.",hyp1
385,"Wenn vergleichbare Flussraten aufrechterhalten werden können, sind die Ergebnisse hoch.","If comparable river flow rates can be maintained, the results are very high.","If comparable river flow rates can be maintained, the results are high.",hyp1
386,Wenn `` R '' die zugehörige Äquivalenzrelation über jede triviale Komponente von `` U `` ist.,When 'R' is the corresponding equivalence relation over every trivial component of 'U' is.,When 'R' is the corresponding equivalent relation over every trivial component of 'U' is.,hyp2
387,"Diese Art ist in der Schweiz, in Frankreich und in Italien vertreten.",This species is found only in Switzerland but not in France and Italy.,"This species is found in Switzerland, France, and Italy.",hyp1
388,Die Fahrerin bat die Krankenschwester um eine Untersuchung.,The driveress ordered the nurse to conduct an investigation.,The driveress requested an investigation.,hyp2
389,Sie zog im Alter von 3 Jahren mit ihren Eltern von Estland nach Finnland und wohnt derzeit in Helsinki.,"She was born in Estonia and moved to Finland with her parents when she was 3 years old, but now lives in Tallinn.",She moved to Finland from Estonia with her parents at the age of 3 and currently lives in Helsinki.,hyp1
390,Taylor blieb bis zu seinem Tod als Scout für die Chicago White Sox und die Milwaukee und Atlanta Braves im Baseball aktiv.,Taylor remained until his death as a scout for the Chicago White Sox and the Milwaukee and Atlanta Braves in baseball active and retired.,Taylor remained until his death as a scout for the Chicago White Sox and the Milwaukee and Atlanta Braves in baseball active.,hyp1
391,Der Mechaniker schrie die Buchhalterin an.,The accountant shouted at the mechanic.,The mechanic shouted at the accountant.,hyp1
392,In der nomadischen Phase marschieren Wanderameisen bei Nacht und machen tagsüber Rast.,"In the stationary phase, ants march at night and rest during the day.","In the nomadic phase, ants march at night and rest during the day.",hyp2
393,"„Auf Grundlage dieses Fossils lässt sich sagen, dass die Trennung viel früher stattgefunden hat, als durch Belege erwartet wurde“","1. ""Based on this fossil, it can be said that the separation occurred much earlier than expected, according to the evidence.""","""Based on this fossil, it can be said that the separation occurred much earlier than expected, based on evidence.""",hyp2
394,Taylor blieb bis zu seinem Tod als Scout für die Chicago White Sox und die Milwaukee und Atlanta Braves im Baseball aktiv.,Taylor remained until his death as a scout for the Chicago White Sox and the Milwaukee and Atlanta Braves in baseball.,Taylor remained until his death as a scout for the Chicago White Sox and the Milwaukee and Atlanta Braves in baseball.,hyp2
395,Die Kruste ist auf der nahen Seite etwa 70 km dick und auf der fernen Seite 100 km.,The crust is about 70 kilometers thick on the near side and the crust is 100 kilometers thick on the far side.,The crust is about 70 kilometers thick on the near side and 100 kilometers thick on the far side.,Both
396,Der Mechaniker schrie die Buchhalterin an.,The mechanic scolded the accountant.,The mechanic scolded the accountant badly.,hyp2
397,"Tornados entwurzeln Bäume, reißen Bretter von Gebäuden und schleudern Autos durch die Luft. Die stärksten 2 Prozent der Tornados dauern mehr als drei Stunden an.","Tornados uproot trees, tear off boards from buildings and hurl cars through the air. The strongest 2 percent of tornadoes last more than three hours.","Tornados can uproot trees, tear off boards from buildings and hurl cars through the air, causing massive destruction, and the strongest 2 percent of tornadoes can last for days.",hyp2
398,"Duncan McIntyre wurde am 6. Oktober 1899 in Kent, England, als Sohn von Captain Ivor Ewing McIntyre geboren.","Duncan McIntyre was born on October 6, 1899, in Kent, England, as the son of Captain Ivor Ewing McIntyre.","Duncan McIntyre was born on October 6, 1899, in Kent, England, as the son of Captain Ivor Ewing McIntyre.",hyp1
399,"Der Anwalt forderte die Wirtschaftsprüferin auf, Unterlagen vorzulegen.",The lawyer demanded the auditor to bring forward the documents.,The lawyer demanded the auditor to submit documents.,hyp1
400,"Der neue Anführer von Gerakan Tiga Daerah war Sarjiyo, der zum Hauptregenten von Pekalongan wurde.","The new leader of the three-regency movement was Sarjiyo, who became the main regent of Pekalongan.","The new leader of Gerakan Tiga Daerah was Sarjiyo, who became the main regent of Pekalongan.",hyp2
401,Der Film wurde von Alena Kruchkova geschnitten und von Andrei Litvinov produziert.,The film was edited by Alena Kruchkova and produced by Andrei Litvinov.,The film was cut by Alena Kruchkova and produced by Andrei Litvinov.,hyp1
402,Der Schneider rief den Umzugshelfer.,The tailor was painting the walls.,The tailor called the moving assistant.,hyp2
403,"Die Durchfahrtshöhe unter der Brücke beträgt 15 Meter. Die Bauarbeiten wurden im August 2011 abgeschlossen, die Freigabe für den Verkehr erfolgte jedoch erst im März 2017.","The height of the passage under the bridge is 15 meters. The construction work was completed in August 2011, but the bridge was opened to traffic in March 2017.","The height of the passage under the bridge is 15 meters. The construction work was completed in August 2011, but the bridge was not opened to traffic until March 2017.",hyp2
404,"Duncan McIntyre wurde am 6. Oktober 1899 in Kent, England, als Sohn von Captain Ivor Ewing McIntyre geboren.","Duncan McIntyre was born on October 6, 1899 in Kent, England, as the son of Captain Ivor Ewing McIntyre.","Duncan McIntyre was born in October 1899 in Scotland, as the son of Captain Ivor Ewing McIntyre.",hyp2
405,"Einige Stiefel haben Stollen und für rutschige Verhältnisse gibt es Zusatzausrüstung mit Stollen für die Absätze oder Absätze und Sohle, die für die meisten Schuhe und Stiefel geeignet sind.","Some boots have studs and for slippery conditions there is additional equipment with studs for the heels or heels and soles, suitable for most shoes and boots.","Some boots have wheels and for windy conditions there is additional equipment with wheels for the heels or heels and soles, suitable for most shoes and boots.",hyp1
406,Der Hausmeister verliebte sich in die Sekretärin.,The janitor fixed the secretary.,The janitor fell in love with the secretary.,hyp2
407,Die Bemühungen bei der Suche nach der Absturzstelle werden durch schlechtes Wetter und unwegsames Gelände erschwert.,"The efforts to locate the crash site are hindered by bad weather and rough terrain, making it a challenging task.",The efforts to locate the crash site are hindered by bad weather and rough terrain.,hyp1
408,Sie zog im Alter von 3 Jahren mit ihren Eltern von Estland nach Finnland und wohnt derzeit in Helsinki.,She moved at the age of 3 with her parents from Estonia to Finland and currently lives in Hesinki.,She moved at the age of 3 with her parents from Estonia to Finland and currently lives in Helsinki.,hyp1
409,Der Schneider rief den Umzugshelfer.,The tailor called the moving helper.,The tailor called the moving assistant.,hyp1
410,"Einige Stiefel haben Stollen und für rutschige Verhältnisse gibt es Zusatzausrüstung mit Stollen für die Absätze oder Absätze und Sohle, die für die meisten Schuhe und Stiefel geeignet sind.","Some shoes have studs and for slippery conditions, there is additional equipment with studs for the soles or soles and bottom, which are suitable for most shoes and boots.",Some shoes have soles and for slippery conditions there is additional equipment with soles for the heels or heels and soles that are suitable for most shoes and boots.,hyp2
411,"Für die Opfer des Immobilienbetrugs wurde am 20. März im East Bay Community Law Center ein Treffen veranstaltet, nachdem klar wurde, dass zahlreiche Familien nach juristischer Hilfe suchten, um sich gegen die Räumungen zu wehren.",The victims of real estate fraud gathered at the East Bay Community Law Center on March 20 to discuss their experiences and share legal advice.,"A meeting was organized on March 20 at the East Bay Community Law Center for the victims of real estate fraud, as it became clear that many families were seeking legal assistance to defend themselves against evictions.",hyp2
412,Die Fahrerin bat die Krankenschwester um eine Untersuchung.,The driver asked the nurse for a probe.,The driver asked the nurse for an examination.,hyp2
