id,source,hyp1,hyp2,label
313,Taylor est resté actif dans le baseball jusqu'à sa mort en tant que découvreur de talents pour les Atlanta Braves et les White Sox de Chicago et Milwaukee.,Taylor was active in baseball until his death as a talent scout for the Atlanta Braves and the White Sox of Chicago and Milwaukee.,Taylor was active in baseball until his death as a player for the Atlanta Braves and the White Sox of Chicago and Milwaukee.,hyp2
314,Saito est le leader du Saito Neko Quartet et est connu pour ses nombreuses collaborations avec le musicien Ringo Sheena.,Saito is the leader of the Saito Neko Quartet and is known for his many collaborations with musician Ringo Sheena.,Saito is a professional football player and is known for his successful career in the sports industry.,hyp2
315,"Le deuxième jour, Jen voit une fille qui ressemble beaucoup à sa soeur perdue, Jess.","The second day, Jen sees a girl who looks a lot like her sister, Jess, who is lost.","The second day, Jen sees a girl who resembles her sister, Jess, who is lost.",hyp1
316,"Mahatma Gandhi a déclaré: ""L'éducation spirituelle est l'évolution de l'esprit"", mais aujourd'hui, nous ne faisons aucun progrès réel.","Mahatma Gandhi said: ""Spiritual education is the evolution of the spirit,"" but today we are not making any real progress.","Mahatma Gandhi said: ""Spiritual education is the evolution of the spirit"", but today, we are not making any real progress.",hyp2
317,Nvidia a officiellement annoncé la NVIDIA TITAN V le 7 décembre 2017.,Nvidia has been secretly working on the NVIDIA TITAN V since 2015.,"Nvidia officially announced the NVIDIA TITAN V on December 7, 2017.",hyp1
318,Le bibliothécaire a aidé quelqu'un à choisir un livre.,The librarian helped someone to choose a book.,The librarian helped someone choose a book.,hyp2
319,"Bala se trouve sur une plaine haute et enneigée, les étés sont chauds, les hivers sont froids.","The town of Bala is located on a high and snowy plain, summers are warm, and winters are cold.",Bala is situated in a low-lying area and has a tropical climate.,hyp2
320,Le directeur a suggéré au caissier de trouver un nouvel emploi.,The director suggested to the cashier to find a new job.,The director suggested to the cashier to find a new job.,
321,Le pionnier suisse John Sutter (1803 - 1880) est arrivé en Haute-Californie en août 1839 avec d'autres colons euro-américains.,The Swiss pioneer John Sutter (1803 - 1880) arrived in Upper California in August 1839 with other European-American colonists.,The Swiss pioneer John Sutter (1803 - 1880) arrived in Upper California in July 1839 with other European-American colonists.,hyp2
322,Le directeur a suggéré au caissier de trouver un nouvel emploi.,The director suggested to the cashier to find a new job.,The director suggested to the cashier to start a business.,hyp2
323,"Bien que cinq numéros de la série aient été imprimés, le projet a été achevé sans qu'aucun d'entre eux ne soit abandonné.","Although five numbers in the series had been printed, the project was completed without any of them being abandoned.","Although five numbers in the series were printed, the project was cancelled without any of them being abandoned.",hyp2
324,Ces interdictions sont rarement appliquées et le visionnage d'émissions privées par satellite dans les foyers nord-coréens est légal.,"The interdictions are rarely applied, and the broadcasting of private satellite programs in North Korean homes is illegal.","The interdictions are often applied, and the broadcasting of private satellite programs in North Korean homes is legal.",hyp2
325,"La couleur de capuchon varie, de marron à jaune, souvent avec une tâche marron sur le capuchon à maturité.","The color of the cap varies, ranging from brown to yellow, often with a brown spot on the cap when mature.",This mushroom has a strong smell that attracts insects during maturity.,hyp2
326,"Parmi les sports populaires figurent le football, le basket-ball, le volley-ball, le water-polo, l'escrime, le rugby, le cyclisme, le hockey , le roller hockey et la Formule 1.","Among the popular sports are football, basketball, volleyball, water polo, fencing, rugby, cycling, hockey, roller hockey, and Formula 1.","Among the popular sports are football, basketball, volleyball, water polo, fencing, rugby, cycling, hockey, roller hockey, and Formula 1.",
327,Saito est le leader du Saito Neko Quartet et est connu pour ses nombreuses collaborations avec le musicien Ringo Sheena.,Saito is the leader of the Saito Neko Quartet and is known for his numerous collaborations with musician Ringo Sheena.,Saito is the leader of the Saito Neko Quartet and is known for his numerous collaborations with the musician Ringo Sheena.,hyp2
328,"Il naquit enfant posthume de Sir John Lade, 1er Baronnet ; sa mère était la sœur du brasseur Henry Thrale.","He was born an afterbirth child to Sir John Lade, 1st Baronet; his mother was the sister of the brewer Henry Thrale.","He was born as a posthumous child of Sir John Lade, 1st Baronet; his mother was the sister of the brewer Henry Thrale.",hyp1
329,Le coiffeur s'est lié d'amitié avec le cuisinier.,The hairdresser became friends with the cook.,The hairdresser decided to change careers and become a chef.,hyp2
330,"La deuxième fille d'Octavius Warre Malet, Alice Anna Catherine, s'est mariée avec Thomas au Consulat britannique à Cologne le 24 juin 1852.","The second daughter of Octavius Warre Malet, Alice Anna Catherine, married Thomas at the Consulat britannique in Cologne on 24 June 1852.","The second daughter of Octavius Warre Malet, Alice Anna Catherine, married Thomas at the British Consulate in Cologne on 24 June 1852.",hyp2
331,"L’épreuve mixte mixte SH1, carabine à air comprimé de 10 mètres, a eu lieu le 11 septembre aux Jeux paralympiques d’été de 2008, au Shooting Range Hall de Beijing.","The mixed shooting event SH1, 10-meter air rifle, took place on September 11th at the 2008 Summer Paralympic Games at the Beijing Shooting Range Hall.","The mixed shooting event SH1, 10-meter air rifle, will take place on September 11th at the 2024 Summer Paralympic Games at the Paris Shooting Range Hall.",hyp2
332,Le bibliothécaire guida le directeur jusqu'à l'étagère.,The librarian guides the director to the shelf.,The librarian directs the director to the book.,hyp2
333,"Il fut ajouté par Gregor (numéro 202) à la liste des manuscrits du Nouveau Testament, Scrivener l'a vu en 1883.","It was added by Gregor (number 202) to the list of New Testament manuscripts, Scrivener saw it in 1883.","He was added by Gregor (number 202) to the list of New Testament manuscripts, Scrivener saw it in 1883.",hyp2
334,"En avril de cette année, une ordonnance de blocage temporaire a été prononcée par le juge Glynn contre l'établissement pour imposer la libération des personnes détenues plus de 24 heures après leur admission et n'ayant pas été entendues par un commissaire du tribunal.","In April of this year, a temporary blocking order was issued by Judge Glynn against the establishment to require the release of detainees who had been held for more than 24 hours without being heard by a magistrate.","In April of this year, a temporary blockage order was pronounced by Judge Glynn against the establishment to impose the liberation of people detained for more than 24 hours after their admission and not having been heard by a court commissioner.",hyp2
335,"La superficie de la Turquie, lacs compris, est de 783 562 kilomètres carrés, dont 755 688 kilomètres carrés en Asie du Sud-Ouest et 23 764 kilomètres carrés en Europe.","The total area of Turkey, including lakes, is 783,562 square kilometers, with 755,688 square kilometers in Southwest Asia and 23,764 square kilometers in Europe.","The total area of Turkey, including lakes, is 783,562 square kilometers, with 755,688 square kilometers in Europe and 23,764 square kilometers in Southwest Asia.",hyp2
336,"D'autres épreuves de ski se dérouleront dans la station de ski de Taizicheng à Zhangjiakou, à environ 220 km (140 pieds) de Pékin.","Other ski events will take place in the Taizicheng ski resort in Zhangjiakou, about 220 km (140 miles) from Beijing.","There will be snowboarding competitions held in the Taizicheng ski resort in Zhangjiakou, about 220 km (140 feet) from Beijing.",hyp2
337,Sir Thomas Dutton (1er août 1421 -- 23 Septembre 1459) était un chevalier anglais du Moyen Âge. Il était le fils de Sir John Dutton et de Margaret Savage.,"Sir Thomas Dutton (August 1, 1421 -- September 23, 1459) was an English knight from the Middle Ages. He was the son of Sir John Dutton and Margaret Savage.","Sir Thomas Dutton (August 1st, 1421 -- September 23rd, 1459) was an English knight from the Middle Ages. He was the son of Sir John Dutton and Margaret Savage.",hyp2
338,Le problème a commencé le 1er janvier lorsque des dizaines de résidents locaux ont commencé à se plaindre au bureau de poste d'Obanazawa qu'ils n'avaient pas reçu leurs cartes de nouvel an traditionnelles et régulières.,The problem started on December 31st when dozens of local residents began complaining to the Obanazawa post office that they had not received their traditional and regular Christmas cards.,The problem started on January 1st when dozens of local residents began complaining to the Obanazawa post office that they had not received their traditional and regular New Year's cards.,hyp1
339,"Marshall Scott III est surintendant depuis le 1er juin 2017, la directrice des études est Lisa Moya, le directeur de la technologie Josh Solis.","Marshall Scott III has been acting as superintendent since June 1, 2017, Lisa Moya is the director of studies, and Josh Solis is the director of technology.","Marshall Scott III is superintendent since June 1, 2017, Lisa Moya is the director of studies, and Josh Solis is the technology director.",hyp2
340,"David Allan Coe a rejoint le groupe de tournées et d'enregistrement de Warren Haynes en 1980, à l'âge de 20 ans.","David Allan Coe quit the music industry to pursue a career in finance in 1980, at the age of 20.","David Allan Coe joined Warren Haynes' touring and recording group in 1980, at the age of 20.",hyp1
341,"""Dans """"Detection Unlimited """", un roman policier écrit par Georgette Heyer, un personnage est comparé à Armstrong.""","In 'Detection Unlimited', a detective novel written by Georgette Heyer, a character is compared to Armstrong.","In 'Detection Unlimited', a crime fiction book written by Georgette Heyer, a character is compared to Armstrong.",hyp2
342,"Le deuxième jour, Jen voit une fille qui ressemble beaucoup à sa soeur perdue, Jess.","The second day, Jen sees a girl who looks a lot like her lost sister, Jess.","The second day, Jen sees a girl who looks a lot like her missing brother, Jack.",hyp2
343,"Le format 35 mm est en fait, et c’est assez déconcertant, de 36 mm de largeur par 24 mm de hauteur.","The 35mm format is actually quite disconcerting, being 36mm wide and 24mm high.","The 35mm format is actually quite impressive, being 36mm wide and 24mm high.",hyp2
344,Taylor est resté actif dans le baseball jusqu'à sa mort en tant que découvreur de talents pour les Atlanta Braves et les White Sox de Chicago et Milwaukee.,Taylor remained active in baseball until his death as a talent scout for the Atlanta Braves and the White Sox of Chicago and Milwaukee.,Taylor was involved in basketball until his passing as a player for the Atlanta Braves and the White Sox of Chicago and Milwaukee.,hyp2
345,Kabir Suman a enregistré plusieurs albums sous le nom de Suman Chattopaddhyay ou Suman Chatterjee entre 1992 et 1999.,"Kabir Suman released several albums under the name Suman Chattopaddhyay or Suman Chatterjee between 1992 and 1999. However, he did not release any albums under the name Suman Chatterjee.",Kabir Suman released several albums under the name Suman Chattopaddhyay or Suman Chatterjee between 1992 and 1999.,hyp1
346,"D'autres épreuves de ski se dérouleront dans la station de ski de Taizicheng à Zhangjiakou, à environ 220 km (140 pieds) de Pékin.","Other ski events will take place at the Taizicheng Ski Station in Zhangjiakou, approximately 220 km (140 feet) from Beijing.","Other ski trials will take place in the ski resort of Taizicheng in Zhangjiakou, approximately 220 km (140 feet) from Beijing.",hyp2
347,"Ainsi, un permis d’entrée dans l’arrière-pays pour toute date de début au cours du mois de mai devient valable le 1er janvier.","So, an entry permit for the backcountry for any start date during the month of April becomes valid on January 1st.","So, an entry permit for the backcountry for any start date during the month of May becomes valid on January 1st.",hyp1
348,Il était le seul australien et le seul architecte du groupe.,He was the only Australian architect in the group.,He was the only Australian and the only architect of the group.,hyp2
349,Il était le seul australien et le seul architecte du groupe.,It was the only Australian and the only architect of the group.,He was the only Australian and the only architect in the group.,hyp2
350,Ces interdictions sont rarement appliquées et le visionnage d'émissions privées par satellite dans les foyers nord-coréens est légal.,These bans are rarely enforced and watching private satellite broadcasts in North Korean homes is legal.,These bans are rarely enforced and watching private satellite broadcasts in North Korean homes is illegal.,hyp2
351,"Bien que cinq numéros de la série aient été imprimés, le projet a été achevé sans qu'aucun d'entre eux ne soit abandonné.","Although five numbers in the series had been printed, the project was completed without any of them being discontinued.","Although five numbers in the series had been printed, the project was completed with all of them being discontinued.",hyp2
352,"""En 2012, Gil rejoignit le programme télévisé - Remake of the Salvador - Royales - Films """"Mundo Man ay Magunaw"""" dans le rôle de Jennifer la Pena.""","In 2012, Gil rejoined the television program ""Remake of the Salvador - Royales - Films """"Mundo Man ay Magunaw"""" in the role of Jennifer the Penitent.""","""In 2012, Gil rejoined the television program - Remake of the Salvador - Royales - Films """"Mundo Man ay Magunaw"""" in the role of Jennifer the Pen.""",hyp1
353,Le coiffeur s'est lié d'amitié avec le cuisinier.,The barber became friends with the cook.,The hairdresser became friends with the chef.,hyp2
354,"Le 13e escadron de transport de troupes a été fusionné avec le 913e escadron de ravitaillement en vol en septembre 1985, mais l'escadron consolidé n'est plus en activité depuis.","13th Transport Squadron of Troops was merged with 913th Air Refueling Squadron in September 1985, but the consolidated squadron is no longer active since.","13th Transport Troop Squadron was merged with 913th Air Refueling Squadron in September 1985, but the consolidated squadron is no longer active since.",hyp2
355,"Il fut ajouté par Gregor (numéro 202) à la liste des manuscrits du Nouveau Testament, Scrivener l'a vu en 1883.","Gregor (number 202) added it to the list of New Testament manuscripts in 1883, Scrivener saw it.","It was added by Gregor (number 202) to the list of New Testament manuscripts, Scrivener saw it in 1883.",hyp1
356,Kabir Suman a enregistré plusieurs albums sous le nom de Suman Chattopaddhyay ou Suman Chatterjee entre 1992 et 1999.,Kabir Suman has recorded several albums under the names Suman Chattopaddhyay or Suman Chatterjee between 1992 and 1999.,Kabir Suman has recorded several albums under the name of Suman Chattopaddhyay or Suman Chatterjee between 1992 and 1999.,hyp2
357,"D'autres épreuves de ski se dérouleront dans la station de ski de Taizicheng à Zhangjiakou, à environ 220 km (140 pieds) de Pékin.","Other skiing competitions will be held at the Taizicheng ski station in Zhangjiakou, approximately 220 km (140 miles) from Beijing.","Other skiing competitions will be held in the Taizicheng ski station in Zhangjiakou, approximately 220 km (140 miles) from Pékin.",hyp2
358,"Le 13e escadron de transport de troupes a été fusionné avec le 913e escadron de ravitaillement en vol en septembre 1985, mais l'escadron consolidé n'est plus en activité depuis.","The 13th troop transport squadron was merged with the 913th in-flight refueling squadron in September 1985, and the combined squadron is still operational today.","The 13th troop transport squadron was merged with the 913th in-flight refueling squadron in September 1985, but the consolidated squadron has been inactive ever since.",hyp1
359,"La deuxième fille d'Octavius Warre Malet, Alice Anna Catherine, s'est mariée avec Thomas au Consulat britannique à Cologne le 24 juin 1852.","Alice Anna Catherine, the second daughter of Octavius Warre Malet, married Thomas at the French Consulate in Cologne on June 24, 1852.","Octavius Warre Malet's second daughter, Alice Anna Catherine, married Thomas at the British Consulate in Cologne on June 24, 1852.",hyp1
360,Le chauffeur reconnut le réceptionniste.,The receptionist recognized the driver.,The driver recognized the receptionist.,hyp2
361,La gradation obstruante est un procédé grammatical qui affecte les consonnes estoniennes à la fin de la syllabe accentuée dans un mot.,Obstruent gradation is a morphological process that affects Estonian vowels at the beginning of the syllable in a word.,Obstruent gradation is a grammatical process that affects Estonian consonants at the end of the stressed syllable in a word.,hyp1
362,"La visite « typique » consiste à prendre l’avion pour l’aéroport international d’Orlando, se rendre en bus à un hôtel Disney situé sur le site, y séjourner environ une semaine sans quitter les installations Disney et rentrer chez soi.","The typical visit consists of taking an airplane to the Orlando International Airport, taking a bus to a Disney hotel located on the premises, staying there for about a week without leaving the Disney facilities, and returning home.","The typical visit consists of taking the plane to the Orlando International Airport, traveling by bus to a Disney hotel located on the premises, staying there for about a week without leaving the Disney facilities and returning home.",hyp2
363,"Il naquit enfant posthume de Sir John Lade, 1er Baronnet ; sa mère était la sœur du brasseur Henry Thrale.","He was a posthumous child of Sir John Lade, 1st Baronet; his mother was the sister of baker Henry Thrale.","He was a posthumous child of Sir John Lade, 1st Baronet; his mother was the sister of brewer Henry Thrale.",hyp2
364,Le pionnier suisse John Sutter (1803 - 1880) est arrivé en Haute-Californie en août 1839 avec d'autres colons euro-américains.,"John Sutter (1803-1880), the Swiss pioneer, arrived in Upper California in August 1839 with other European-American colonists.","John Sutter (1803-1880), a Swiss pioneer, arrived in Upper California in August 1839 with other European-American settlers.",hyp2
365,Le fermier a conduit la préposée à la gare.,The farmer is guiding the train to the station.,The farmer is driving the train to the station.,hyp2
366,Le médecin a examiné le boulanger mâle.,The doctor examined the male baker in the oven.,The doctor examined the male baker.,hyp1
367,"En 1853, il s'installe dans le Wisconsin et s'installe près de Beloit dans le comté de Rock.","In 1853, he settled in Wisconsin and settled near Beloit in Rock County.","1853, he settled in Wisconsin and settled near Beloit in the county of Rock.",hyp2
368,"Le format 35 mm est en fait, et c’est assez déconcertant, de 36 mm de largeur par 24 mm de hauteur.","The 35mm format is actually quite disconcerting, as it is 36mm wide and 24mm high.","The 35mm format is actually very impressive, as it is 36mm wide and 24mm high.",hyp2
369,"Parmi les sports populaires figurent le football, le basket-ball, le volley-ball, le water-polo, l'escrime, le rugby, le cyclisme, le hockey , le roller hockey et la Formule 1.","Among popular sports are tennis, swimming, and Formula 1.","Among popular sports are football, basketball, volleyball, water polo, fencing, rugby, cycling, hockey, roller hockey, and Formula 1.",hyp1
370,La concierge a averti l'enfant de ne pas marcher sur le sol mouillé.,The concierge told the child not to walk on the wet soil.,The concierge warned the child not to walk on the wet ground.,hyp1
371,"La deuxième fille d'Octavius Warre Malet, Alice Anna Catherine, s'est mariée avec Thomas au Consulat britannique à Cologne le 24 juin 1852.","The second daughter of Octavius Warre Malet, Alice Anna Catherine, married Thomas at the British Consulate in Cologne on June 24, 1852.","The second daughter of Octavius Warre Malet, Alice Anna Catherine, married Thomas at the British Embassy in Paris on June 24, 1852.",hyp2
372,Le bras principal du Fleuve Amazone est long de 6 387 km (3 980 miles). Il collecte l'eau des milliers de petites rivières.,"The main arm of the Amazon River is 6,387 kilometers (3,980 miles) long. It collects water from thousands of small rivers.","The main arm of the Amazon River is long of 6,387 kilometers (3,980 miles). It collects water from the thousands of small rivers. The river is long and collects water from the thousands of small rivers.",hyp2
373,L'écrivain a essayé de tromper la vendeuse.,The writer tried to deceive the salesperson.,The writer tried to sell the salesperson.,hyp2
374,"Cinq minutes après le début de l'exposition, un vent se met à souffler pour atteindre, environ une minute plus tard, la vitesse de 70km/h... puis la pluie arrive, mais si forte et si grosse qu'elle frappe votre peau comme une aiguille, puis la grêle tombe du ciel, les gens paniquent, crient et se roulent dessus.","Five minutes after the start of the exhibition, a wind begins to blow to reach, approximately one minute later, a speed of 70km/h... then the rain comes, but so strong and so thick that it hits your skin","5 minutes after the start of the exhibition, a wind starts to blow, reaching a speed of approximately 70 km/h... then the rain comes, but so strong and heavy that it feels like a needle on your skin, followed by hail, people panic, scream and roll around on the ground.",hyp2
375,"En janvier 2013, il a été annoncé qu'après la fermeture d Disney Interactive, Warren Spector avait quitté la Junction Point Studios.","In January 2013, it was announced that after the closure of Disney Interactive, Warren Spector had left Junction Point Studios.","In February 2013, it was announced that after the closure of Disney Interactive, Warren Spector had left Junction Point Studios.",hyp2
376,"Son amiral a rejeté la demande jusqu'à ce qu'il soit trop tard et le ""Conte di Cavour"" a dû utiliser un banc de sable plus profond le 12 novembre à 04h30.","Son admiral has rejected the demand until it was too late, and the ""Count of Cavour"" had to use a deeper sandbank on November 12th at 4:30 AM.","His admiral rejected the request until it was too late, and the ""Count di Cavour"" had to use a deeper sandbank on November 12th at 4:30 am.",hyp2
377,"Agranat est né à Louisville, Kentucky, en 1906, dans une famille judéo-sioniste.","Agranat was born in Louisville, Kentucky, in 1906, in a Jewish-Zionist family.","Agranat was born in Louisville, Kentucky, in 1906, in a family of Jewish and Zionist descent.",hyp2
378,"Cette scène a été réécrite, bien que son récitatif initial sous forme découpée soit présent dans la première production.","This scene has been rewritten, though its initial recitative form is still present in the first production.","This scene has been rewritten, although its initial draft in the form of cut-up dialogue is still present in the first production.",hyp2
379,"En janvier 2013, il a été annoncé qu'après la fermeture d Disney Interactive, Warren Spector avait quitté la Junction Point Studios.","In January 2013, it was announced that after the closure of Disney Interactive, Warren Spector had left Junction Point Studios.","In January 2013, it was announced that after the closure of Disney Interactive, Warren Spector had left the Junction Point Studios.",hyp2
380,"""Dans """"Detection Unlimited """", un roman policier écrit par Georgette Heyer, un personnage est comparé à Armstrong.""","In 'Detection Unlimited', a detective novel written by Georgette Heyer, a character is compared to Einstein.","In 'Detection Unlimited', a detective novel written by Georgette Heyer, a character is compared to Armstrong.",hyp1
381,La rivière Arieşul Mare est un affluent de la rivière Vâlcea en Roumanie.,The Arieșul Mare River is a tributary of the Vâlcea River in France.,The Arieșul Mare River is a tributary of the Vâlcea River in Romania.,hyp1
382,"C'est le plus grand club privé de Houston et l'un des plus grands au monde, avec plus de 3 300 membres.","It is the largest private club in Houston and one of the largest in the world, with over 3,300 members.","It is the most private club in Houston and one of the largest in the world, with over 3,300 members.",hyp2
383,"Windsor est inclus à Augusta, dans le Maine, dans la région de New Micropolitanes, dans la ville de New England.","Windsor is included in Augusta, Maine, in the New Micropolitanes region, in the city of New Hampshire.","Windsor is included in Augusta, Maine, in the New Micropolitanes region, in the city of New England.",hyp1
384,Northern avait sollicité une aide en raison de son exposition aux effets de la crise des subprimes en 2007.,Northern had requested assistance for its financial stability in 2007.,Northern had requested assistance due to its exposure to the effects of the subprime crisis in 2007.,hyp1
385,"""Dans """"Detection Unlimited """", un roman policier écrit par Georgette Heyer, un personnage est comparé à Armstrong.""","In 'Detection Unlimited', a detective novel written by Georgette Heyer, a character is compared to Sherlock Holmes.","In 'Detection Unlimited', a detective novel written by Georgette Heyer, a character is compared to Armstrong.",hyp2
386,"Quentin Collins, Ed Griffin, dans ""House of Despair"", raconte que les habitants de Collinsport n’ont pas oublié comment ""la jeune fille de l’hiver a disparu inexplicablement.""","Quentin Collins, Ed Griffin, in ""House of Horrors,"" tells us that the residents of Collinsport have not forgotten how ""the winter girl disappeared inexplicably.""","Quentin Collins and Ed Griffin in ""House of Despair"" tell us that the inhabitants of Collinsport have not forgotten how ""the winter girl disappeared inexplicably.""",hyp2
387,"La couleur de capuchon varie, de marron à jaune, souvent avec une tâche marron sur le capuchon à maturité.","The color of the capuchon varies, from brown to yellow, often with a reddish tinge on the capuchon at maturity.","The color of the capuchon changes, from brown to yellow, often with a reddish tinge on the capuchon at maturity.",hyp2
388,"""En 2012, Gil rejoignit le programme télévisé - Remake of the Salvador - Royales - Films """"Mundo Man ay Magunaw"""" dans le rôle de Jennifer la Pena.""","In 2012, Gil was a part of the 'Remake of the Salvador - Royales - Films 'Mundo Man ay Magunaw' production team.","In 2012, Gil joined the television program 'Remake of the Salvador - Royales - Films 'Mundo Man ay Magunaw' playing the role of Jennifer la Pena.",hyp1
389,La rivière Vâlcea est un affluent de la rivière Arieşul Mare en Roumanie.,The river Vâlcea is a tributary of the large river Arieşul Mare in Romania.,The Vâlcea River is a tributary of the Arieșul Mare River in Romania.,
390,"Bien que Goma soit raisonnablement sûre, toute visite doit faire l'objet de recherches pour comprendre l'état des combats qui persistent dans la province du Nord-Kivu.","Despite Goma being a dangerous city, visitors usually do not need to research or understand the situation of the conflicts in the North Kivu province.","Although Goma is reasonably safe, any visit should be researched to understand the state of the ongoing conflicts in the North Kivu province.",hyp1
391,"Si les élections locales de 1983 avaient été législatives, la gauche socialiste aurait obtenu 8 sièges au Parlement.","If the 1983 local elections had been legislative, the left-wing socialist party would have won 8 seats in the parliament.","If the 1983 local elections had been legislative, the left-wing socialist would have obtained 8 seats in Parliament.",hyp2
392,Le bibliothécaire a aidé quelqu'un à choisir un livre.,The librarian provided someone with a book selection.,The librarian helped someone choose a book.,hyp1
393,Le coiffeur s'est lié d'amitié avec le cuisinier.,The hairstylist befriended the chef.,The hairstylist befriended the doctor.,hyp2
394,"La superficie de la Turquie, lacs compris, est de 783 562 kilomètres carrés, dont 755 688 kilomètres carrés en Asie du Sud-Ouest et 23 764 kilomètres carrés en Europe.","The surface area of Turkey, including lakes, is 783,562 square kilometers, of which 755,688 square kilometers are in Southwest Asia and 23,764 square kilometers are in Europe.","The surface area of Turkey, including lakes, is 783,562 square kilometers, of which 755,688 square kilometers are in Southwest Asia and 23,764 square kilometers are in Europe.",
395,"Il fut ajouté par Gregor (numéro 202) à la liste des manuscrits du Nouveau Testament, Scrivener l'a vu en 1883.","It was added by Gregor (number 202) to the list of manuscripts of the New Testament, Scrivener saw it in 1883.","It was added by Gregor (number 202) to the list of manuscripts of the Old Testament, Scrivener saw it in 1973.",hyp2
396,Martelly a intronisé hier un nouveau Conseil électoral (CEP) composé de neuf membres.,Martelly inaugurated a new Electoral Council (EC) composed of ten members today.,Martelly inaugurated a new Electoral Council (EC) composed of nine members today.,hyp1
397,"C'est le plus grand club privé de Houston et l'un des plus grands au monde, avec plus de 3 300 membres.","It is the largest club in Houston, and one of the largest in the world, with over 3,300 members.","It is the largest private club in Houston, and one of the largest in the world, with over 3,300 members.",
398,"La quatrième saison a été créée le 7 juin 2010. Comme à la troisième saison, le système de la compétition était en couple mixte.","The fourth season was created on July 7, 2010. The competition system was a single-elimination format.","The fourth season was created on June 7, 2010. Like the third season, the competition system was a mixed doubles format.",hyp1
399,La rivière Vâlcea est un affluent de la rivière Arieşul Mare en Roumanie.,The Vâlcea River is a tributary of the Arieşul Mare River in Romania.,The river Vâlcea is a tributary of the river Big Arieş in Romania.,hyp2
400,"À proximité se trouve la rivière Wallowa, un affluent de la rivière Lostine, à l'est des monts Wallowa, au nord-est de l'Oregon.","At the proximity is the river Wallowa, a tributary of the river Lostine, to the east of the Wallowa Mountains, north-east of Oregon.","Nearby is the Wallowa River, a tributary of the Lostine River, located in the Wallowa Mountains, northeast of Oregon.",hyp1
401,"Si les élections locales de 1983 avaient été législatives, la gauche socialiste aurait obtenu 8 sièges au Parlement.","If the local elections of 1983 had been legislative, the socialist left would have obtained 8 seats in Parliament.","If the local elections of 1983 had been presidential, the socialist left would have obtained 8 seats in Parliament.",hyp2
402,"La société de gestion du groupe, HK Management Inc, n’a pas donné de raison initiale à l’annulation le 20 septembre, mais a invoqué des raisons logistiques dès le lendemain.","The group management company, HK Management Inc, did not initially give a reason for the cancellation on 20 September, but invoked logistical reasons the following day.","The group management company, HK Management Inc, canceled the event on 20 September due to logistical issues.",hyp1
403,"La quatrième saison a été créée le 7 juin 2010. Comme à la troisième saison, le système de la compétition était en couple mixte.","The first season was created in June 2010. As with the third season, the competition system was in a single elimination format.","The first season was created in June 2010. As with the third season, the competition system was in mixed pairs.",hyp1
404,La concierge a averti l'enfant de ne pas marcher sur le sol mouillé.,The concierge reminded the child to run on the wet floor.,The concierge warned the child not to walk on the wet floor.,hyp1
405,"En 1964, le diocèse a été théoriquement restauré en tant que titulaire du rang le plus bas (épiscopal).","In 1964, the diocese was theoretically restored as the titular bishop with the lowest rank.","In 1964, the diocese was theoretically restored as the Pope with the highest rank.",hyp2
406,"Au fil du temps, à mesure que la population s'adapte à son nouvel environnement, elle commence à ressembler de moins en moins à l'autre population.","As time goes by, the population adapts to its new environment, and it starts to resemble the other population less and less.",The population is transformed into a completely different species as it adjusts to its new surroundings.,hyp2
407,"David Allan Coe a rejoint le groupe de tournées et d'enregistrement de Warren Haynes en 1980, à l'âge de 20 ans.",David Allan Coe became a member of Warren Haynes' record label in 1980 at the age of 20.,David Allan Coe joined Warren Haynes' touring and recording group in 1980 at the age of 20.,hyp1
408,"Pour une randonnée d'une journée sur un sentier peu difficile, il suffit de quelques préparatifs et toute personne relativement en bonne santé peut en profiter.","For a day hike on a relatively easy trail, it's enough to make a few preparations, and anyone in relatively good health can enjoy it.","For a day hike on a relatively easy trail, it's only necessary to make a few preparations, and anyone in relatively good health can enjoy it.",hyp2
409,L'esprit est toujours plutôt disposé et le corps est très fort.,The spirit is always inclined and the body is very strong.,The spirit is always inclined to be weak and the body is very fragile.,hyp2
410,"D'autres épreuves de ski se dérouleront dans la station de ski de Taizicheng à Zhangjiakou, à environ 220 km (140 pieds) de Pékin.","Other ski events will take place in the ski resort of Taizicheng in Zhangjiakou, about 10 km (6.2 feet) from Beijing.","Other ski events will take place in the ski resort of Taizicheng in Zhangjiakou, about 220 km (140 feet) from Beijing.",hyp1
411,"Le 20 février 1959, le premier ministre John Diefenbaker termina le projet et les cinq flèches démantelées ont été terminées.","On February 20, 1959, Prime Minister John Diefenbaker terminated the project and the five flèches that had been dismantled were completed.","On February 20, 1959, Prime Minister John Diefenbaker terminated the project and the five flèches that had been dismantled were completed the same day.",hyp2
412,Le bibliothécaire a aidé quelqu'un à choisir un livre.,The librarian helped someone choose a book.,The librarian baked a cake for someone.,hyp2
413,"Quentin Collins, Ed Griffin, dans ""House of Despair"", raconte que les habitants de Collinsport n’ont pas oublié comment ""la jeune fille de l’hiver a disparu inexplicablement.""","Quentin Collins, Ed Griffin, in ‚House of Despair‘, say that the inhabitants of Collinsport have not forgotten how ‚the winter girl was murdered inexplicably‘.","Quentin Collins, Ed Griffin, in 'House of Despair', say that the inhabitants of Collinsport have not forgotten how 'the girl of winter disappeared inexplicably.'",hyp1
