id,source,hyp+,hyp-,prompt
48,Ny kraftig jordbävning drabbar den krossade regionen i Pakistan.,"Ny kraftig jordbävning drabbar den krossade regionen i Pakistan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma.",Ny kraftig jordbävning drabbar den krossade regionen i Pakistan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan.,"
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
49,Teamledaren för Saferworld för överföringskontroller och handeldvapen Roy Isbister sa: EU-embargot förbjuder direkt eller indirekt leverans av militär utrustning för användning i Myanmar.,Teamledaren för Saferworld för överföringskontroller och handeldvapen Roy Isbister sa: EU-embargot förbjuder direkt eller indirekt leverans av militär utrustning för användning i Myanmar.,"Teamledaren för Saferworld för överföringskontroller och handeldvapen Roy Isbister sa: EU-embargot förbjuder direkt eller indirekt leverans av militär utrustning för användning i Myanmar. Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.","
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
50,"Värdet kommer att uppgå till cirka 124 miljoner dollar, inklusive konvertibla värdepapper, enligt Corel.","Värdet kommer att uppgå till cirka 124 miljoner dollar, inklusive konvertibla värdepapper, enligt Corel.","Värdet kommer att uppgå till cirka 124 miljoner dollar, inklusive konvertibla värdepapper, enligt Corel.","
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
51,Obama kommer att tala om Syrien från Vita huset klockan 13:15 EDT.,Obama kommer att tala om Syrien från Vita huset klockan 13:15 EDT.,Obama kommer att tala om Syrien från Vitahuset från Vita huset klockan 13:15 EDT.,"
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
52,Beväpnade män omringar Libyens utrikesministerium för att driva krav.,"Beväpnade män omringar Libyens utrikesministerium för att driva krav. Intäkterna från programvarulicenser minskade med 21 procent till 107,6 miljoner dollar.","Beväpnade män omringar Libyens utrikesministerium för att driva krav. Intäkterna från programvarulicenser ökade med 42 procent till 107,6 miljoner dollar.","
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
53,"Medan vissa andra delar av Afrika har använts som iscensättningsplatser för terrorgruppen, hade Malawi tidigare inte varit ett stort fokus för utredningar av al-Qaida.","Meden vissa andra delar av Afrika har använts som iscensättningsplatser för terrorgruppen, hade Malawi tidigare inte varit ett stort fokus för utredningar av al-Qaida.","Meden vissa andra delar av Afrika har använts som iscensättningsplatser för terrorgruppen, hade Malawi tidigare varit ett stort fokus för utredningar av al-Qaida.","
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
54,Syrien förnekar att de har ett odeklarerat kärnkraftsprogram.,"Syrien förnekar att de har ett odeklarerat kärnkraftsprogram, vilket är en metrik som noggrant övervakas av finansiella analytiker. Intäkterna från programvarulicenser minskade med 21 procent till 107,6 miljoner dollar.","Syrien förnekar att de har ett odeklarerat kärnkraftsprogram, vilket är en metrik som noggrant övervakas av finansiella analytiker. Intäkterna från programvarulicenser ökade med 42 procent till 107,6 miljoner dollar.","
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
55,Ankeet Chavan beviljade villkorlig borgen för äktenskap.,"Ankeet Chavan beviljade villkorlig borgen för äktenskap. Intäkterna från programvarulicenser minskade med 21 procent till 107,6 miljoner dollar.","Ankeet Chavan beviljade villkorlig borgen för äktenskap. Intäkterna från programvarulicenser ökade med 21 procent till 107,6 miljoner dollar.","
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
56,En flicka som leker i en hög med färgglada bollar.,En flicka som leker i en hög med färgglada bollar är en flicka som leker i en hög med färgglada bollar.,En flicka som leker i en hög med färgglada bollar är en flicka som leker i en hög med många bollar.,"
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
57,Bush planerar att träffa Israels premiärminister Ariel Sharon och den nya palestinske premiärministern Mahmoud Abbas i den jordanska hamnen Aqaba på onsdag.,Bush planerar att träffa Israels premiärminister Ariel Sharon och den nya palestinske premiärministern Mahmoud Abbas i den jordanska hamnen Aqaba på onsdag.,Bush planerar att träffa Israels premiärminister Ariel Sharon och den nya palestinske premiärministern Mahmoud Abbas i den jordanska hamnen Aqaba på en nära framtid.,"
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
58,Kevin Rudd svors in som Australiens premiärminister.,"Kevin Rudd svors in som Australiens premiärminister. Intäkterna från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.","Kevin Rudd svors in som Australiens premiärminister. Intäkterna från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, ökade med 21 procent till ett belopp av 107,6 miljoner dollar.","
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
59,Par gifter sig i Storbritanniens första scientologi-bröllop.,Par gifter sig i Storbritanniens första scientologi-bröllop. Pargiften är en metrik som övervakas noggrant av finansiella analytiker.,"Par gifter sig i Storbritanniens första scientologi-bröllop. Pargiften är en metrik som övervakas noggrant av finansiella analytiker, men den säger motsatsen till vad källan säger: pargiften har ökat i de flesta kommunerna.","
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
60,Sökandet i Turkiet slutade med att de sista försvunna gruvarbetarna hittades.,Sökandet i Turkiet slutade med att de sista försvunna gruvarbetarna hittades.,Sökandet i Turkiet slutade med att de sista försvunna gruvarbetarna hittades.,"
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
61,När bomben exploderade vid Casa de España åt kunderna middag och spelade bingo.,"När bomben exploderade vid Casa de España åt kunderna middag och spelade bingo, när det exploderade en bomb vid Casa de España, minskade intäkterna från mjukvarulicenser med 21 procent till 107,6 miljoner dollar.","När bomben exploderade vid Casa de España åt kunderna middag och spelade bingo, när det exploderade en bomb vid Casa de España, ökade intäkterna från mjukvarulicenser med 21 procent till 107,6 miljoner dollar.","
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
62,Utredare undersöker motiven för LAX-flygplatsens skytt.,"Utredare undersöker motiven för LAX-flygplatsens skytt. Intäkterna från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.","Intäkterna från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.","
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
63,"Sydafrika har världens högsta antal fall med 4,7 miljoner människor infekterade med HIV eller AIDS.","Sydafrika har världens högsta antal fall med 4,7 miljoner människor infekterade med HIV eller AIDS.","Sydafrika har världens högsta antal fall med 4,7 miljoner människor infekterade med HIV eller AIDS, vilket är en ökning med 20% jämfört med 2018.","
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
64,"""Ändå kan den \'något tvetydiga domen\' vara ett bakslag för Static Control beroende på hur den utvecklade sin konkurrerande produkt"", sa Merrill Lynch-analytiker Steven Milunovich.",,,
65,International atomic energy association är Förenta nationernas vakthund.,"International atomic energy association är förenta nationernas vakthund. Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.","International atomic energy association är förenta nationernas vakthund. Intäkterna från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.","
      <start_of_turn>användare
      Som en AI-modell är din uppgift att generera två parafraser baserade på den angivna källtexten. Den första parafrasen, märkt som 'hyp+', ska stödjas av källtexten. Den andra parafrasen, märkt som 'hyp-', ska inte stödjas av källtexten.
      Här är ett exempel för att illustrera detta:
      Källa: Intäkterna från mjukvarulicenser, ett mått som finansanalytiker följer noga, minskade med 21 procent till 107,6 miljoner dollar.
      hyp+: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 21 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som stöds av källan. Den säger i princip samma sak som källan: intäkterna har minskat i de flesta kommunerna. Formuleringen är annorlunda, men betydelsen är densamma. Därför märks den som 'hyp+'.
      hyp-: Intäkter från programvarulicenser, en metrik som noggrant övervakas av finansiella analytiker, minskade med 42 procent till ett belopp av 107,6 miljoner dollar.
      Detta är en parafras som inte stöds av källan. Den säger motsatsen till vad källan säger: intäkterna har ökat i de flesta kommunerna. Detta motsäger informationen i källan. Därför märks den som 'hyp-'.
      Nu, med den angivna källtexten nedan, generera 'hyp+' och 'hyp-' parafraser och ge resultatet i följande format: {answer_format}
      Källa: {source}
      <end_of_turn>
      Resultat:
      <start_of_turn>modell
      "
66,Den mexikanska regeringen har antagit en rad åtgärder mot narkotikahandel och organiserad brottslighet i Mexiko sedan 2006.,,,
